"title","wikibase_item","Studio"
"اولین روز بهار (فیلم)","Q33133481","studio = [[CCC Film]] "
"شاهدخت کارابو (فیلم)","Q644372","studio = [[Beacon Communications]] "
"ماه دیگر برداشت محصول","Q3818245","studio = اروره فیلمس اند مسک "
"سرزمین قبل از تاریخ ۱۱: حمله تاینی‌سوروس‌ها","Q389122","studio = | music = [[مایکل تاورا]] "
"جوانی دوباره برنمی‌گردد","Q19892170","studio = | editing = ریزوان آق "
"اورینت اکسپرس (فیلم ۱۹۵۴)","Q3885800","studio = | distributor = "
"شیله در زندان","Q3952095","studio = | distributor = "
"ناخن‌گیر سگ","Q5288210","studio = | distributor = "
"زمانی که باد آرام بگیرد","Q99873407","studio = {{فهرست ناگلوله‌ای"
"یک انسان به‌تمام معنا","Q12156955","studio = [[زنتروپا]] "
"به خانه خوش آمدی","Q18394809","studio = [[فیمس پلیرز-لسکی]] "
"پناهگاهی در میان ابرها",NA,"studio = | distributor = "
"معدنچی (فیلم ۲۰۱۷)","Q40452583","studio = | distributor = "
"بیگانه (فیلم ۱۹۹۵)","Q3522879","studio = | distributor = [[Columbia TriStar Home Entertainment]] "
"هیتلر (فیلم ۱۹۹۶)","Q16248944","studio = Ousepachan Movie House "
"کارتیکیا (فیلم)","Q16250204","studio = | distributor = "
"نه آن‌قدر احمق","Q3041112","studio = | distributor = [[مترو گلدوین مایر]] "
"پایان سن پترزبورگ","Q2198716","studio = | distributor = Mezhrabpom "
"زمان انتقام","Q2889757","studio = | distributor = "
"سقوط زن پرهیزکار","Q278687","studio = [[گینزبورو پیکچرز]] "
"میلادا (فیلم)","Q27989423","studio = Loaded Vision Entertainment "
"بخش تحقیقات ۵: مغز","Q110128927","studio = | distributor = "
"چنگک (فیلم)","Q3818196","studio = | distributor = "
"شبی در لیسبون","Q7093063","studio = [[پارامونت پیکچرز]] "
"خیابان یک‌طرفه (فیلم ۱۹۵۰)","Q3204040","studio = یونیورسال-اینترنشنال "
"جهش به پوچی","Q2839403","studio = <!-- or: "
"از سرزمینی دور","Q9383743","studio = <!-- or: "
"داستان‌های پایان هفته: یک امر زنانه","Q11798736","studio = <!-- or: "
"کشتی راهنما (فیلم ۱۹۶۳)","Q15804642","studio = فونو فیلم "
"صلح شکن (فیلم)","Q48896436","studio = C2M Pictures Co. ,LTD.{{سخ}}J.Q. Pictures Company Limited{{سخ}}Shanghai Bona Cultural Media Co. ,LTD.{{سخ}}Tianjin Jet Cloud Picture Media Co. ,LTD. "
"خانم پیلگریم تکان‌دهنده","Q1759395","studio = [[استودیوهای قرن بیستم]] "
"جنگل (فیلم ۲۰۲۱)","Q110094947","studio = شرکت سهامی خاص محدود گلدن استار پروداکشنز "
"شهر وحشت (فیلم)","Q12107808","studio = | distributor = [[کلمبیا پیکچرز]] "
"آوریل افسون‌شده","Q1972135","studio = | distributor = [[میرامکس فیلمز]] "
"جزیره ویرجین (فیلم ۱۹۵۹)","Q3560637","studio = | distributor = "
"شهردار جهنم","Q2412775","studio = | distributor = [[وارنر برادرز]] "
"الهه سبز (فیلم ۱۹۳۰)","Q827375","studio = | distributor = [[وارنر برادرز]] "
"زمزمه‌های خفاش","Q3985804","studio = [[جوزف شنک پروداکشنز]] "
"دره عمیق","Q5250346","studio = | distributor = [[وارنر برادرز]] "
"خواهر من آیلین (فیلم ۱۹۴۲)","Q1580904","studio = | distributor = [[کلمبیا پیکچرز]] "
"گوژپشت و رقاصه","Q601283","studio = | distributor = هلیوس فیلم "
"همسایه‌ها (فیلم ۱۹۲۰)","Q3213886","studio = | distributor = مترو پیکچرز "
"تام سایر (فیلم ۱۹۳۰)","Q2405363","studio = | distributor = [[پارامونت پیکچرز]] "
"خوشبختی (فیلم)","Q3742272","studio = | distributor = مترو پیکچرز "
"دختر شهر کوچک (فیلم ۱۹۳۶)","Q1057374","studio = | distributor = [[مترو گلدوین مایر]] "
"دکتر سایکلاپس","Q783491","studio = | distributor = [[پارامونت پیکچرز]] "
"۲ می‌شود ۱ (فیلم)","Q4185429","studio = {{فهرست ناگلوله‌ای"
"ابردین (فیلم ۲۰۱۴)","Q16057949","studio = | distributor = "
"بلیس (فیلم ۱۹۱۷)","Q3640957","studio = | distributor = "
"بیکس (فیلم)","Q3640592","studio = | distributor = "
"بومارشه، گستاخ","Q2293410","studio = Canal+ "
"دوستان (فیلم ۱۹۹۹)","Q5504131","studio = | distributor = Lal Release & PJ Entertainments UK "
"روح کانترویل (فیلم ۱۹۸۶)","Q920681","studio = | distributor = Pound Ridge Productions{{سخ}}Inter-Hemisphere Productions{{سخ}}[[ITV Wales & West"
"شام آخر (فیلم ۱۹۷۶)","Q7746083","studio = | distributor = "
"صورتک‌ها (فیلم ۱۹۸۷)","Q682328","studio = | distributor = "
"مسمر (فیلم)","Q771983","studio = | distributor = [[First Look Studios]]{{سخ}}[[Cineplex Odeon Films]] <small>(Canada)</small> "
"فشار (فیلم ۱۹۷۵)","Q7241689","studio = [[انستیتوی فیلم بریتانیا]] "
"کارتاگنا (فیلم)","Q3203637","studio = {{Plainlist"
"گانگستر (فیلم ۱۹۹۲)","Q15090159","studio = | distributor = "
"گرگ دریا (فیلم ۱۹۲۰)","Q18153830","studio = | distributor = Paramount Pictures / Artcraft "
"گرما (فیلم ۲۰۰۶)","Q2533337","studio = | distributor = [[Art Pictures Studio]]{{سخ}}[[STS (Russia)"
"گلدن گیت (فیلم)","Q652700","studio = | distributor = [[The Samuel Goldwyn Company]]{{سخ}}American Playhouse Theatrical Films "
"مادری (فیلم ۲۰۰۹)","Q45860","studio = iDeal Partners Film Fund "
"ونوس مگس‌خوار (فیلم)","Q7920588","studio = | distributor = [[شرکت توئی]] "
"یادزدودگی (فیلم ۲۰۱۵)","Q19824581","studio = | distributor = "
"سیاره (فیلم)","Q825875","studio = | distributor = "
"سواتی موتیام","Q3422446","studio = | distributor = "
"گناه اولگا برانت","Q3989305","studio = | distributor = [[یونیورسال استودیوز]] "
"ماشنکا","Q6782857","studio = | distributor = {{پم"
"خانم دو وره (رقص انگلیسی)","Q17011207","studio = | distributor = [[استار فیلم کمپانی]] "
"رقص، احمق‌ها، رقص","Q788128","studio = | distributor = [[مترو گلدوین مایر]] "
"عشق گمشده (فیلم ۲۰۰۳)","Q3899754","studio = | distributor = "
"سینتیا (فیلم)","Q1148036","studio = | distributor = [[مترو گلدوین مایر]] "
"پوکر آلیس","Q15070617","studio = | distributor = "
"جوانمردی روستایی","Q3663919","studio = | distributor = "
"گردباد ملایم","Q7736119","studio = | distributor = [[فاکس فیلم]] "
"بهترین پسر","Q241492","studio = | distributor = اینترنشمال فیلک اکسچنج "
"یک چهارشنبه!","Q2151097","studio = [[Friday Filmworks]]{{سخ}}Anjum Rizvi Film Company "
"منزل (فیلم ۱۹۶۰)","Q6753474","studio = | distributor = "
"اشتباه دوباره","Q3018707","studio = | distributor = [[مترو گلدوین مایر]] "
"کیکی (فیلم ۱۹۳۲)","Q19893553","studio = Ondra-Lamac-Film{{سخ}}Vandor Film "
"خط دراز طوسی","Q1639875","studio = | distributor = [[کلمبیا پیکچرز]] "
"ا جا نای کا (فیلم)","Q3049374","studio = | distributor = ایمامورا پروداکشن, [[شوچیکو]]، بورلی پیکچر (آمریکا) "
"آخرین سفر","Q7745836","studio = [[Twickenham Studios]] "
"ویولن جو","Q24807315","studio = | distributor = "
"خط فرانسه","Q3087470","studio = | distributor = [[آر.ک.ئو]] "
"جنگل گمشده","Q7748653","studio = | distributor = [[Mascot Pictures]] "
"تمام پسران را پاتریک صدا می‌زنند","Q978949","studio = | distributor = "
"بال‌های نیروی دریایی","Q2321544","studio = | distributor = [[برادران وارنر]] "
"رافلز (فیلم ۱۹۳۹)","Q3417405","studio = [[ساموئل گلدوین پروداکشنز]] "
"بیا شیطان باشیم","Q30321619","studio = | distributor = {{Plainlist"
"حرکت اسب (فیلم)","Q26391","studio = [[Cineplex Odeon Films]]{{سخ}}Lamb Bear Entertainment{{سخ}}Cinevox Filmproduktion GmbH "
"نغمه‌های شهر بزرگ (فیلم ۱۹۳۲)","Q4905455","studio = | distributor = [[برادران وارنر]] "
"برای کریسمس خانه خواهم بود (فیلم ۱۹۹۸)","Q1306939","studio = [[والت دیزنی پیکچرز]]{{سخ}}[[Mandeville Films]] "
"اتوبوس مدرسه (فیلم)","Q23647148","studio = A. V. A. Productions "
"سه هفته در ایروان","Q26699705","studio = | distributor = "
"پرتگاه (فیلم ۱۹۷۳)","Q20513739","studio = | distributor = [[آرمن‌فیلم"
"دختر (فیلم ۱۹۴۲)","Q11041871","studio = | distributor = [[آرمن‌فیلم]] "
"بیگانه (فیلم ۱۹۱۰)","Q3989502","studio = [[Kalem Company]] "
"آگانتوک","Q390467","studio = [[National Film Development Corporation of India"
"تصویر (فیلم ۱۹۷۰)","Q13053081","studio = | distributor = "
"نیچیرن (فیلم)","Q11510298","studio = [[شوچیکو]] "
"با ما باش (فیلم ۱۹۹۳)","Q1548431","studio = گروه مورگان کریک "
"عروسی از شمال","Q4315738","studio = | distributor = "
"فروشگاه چینی","Q3520263","studio = [[شرکت والت دیزنی]] "
"حس وحشت","Q3617426","studio = [[Orplid-Film]] "
"دام (فیلم ۱۹۵۲)","Q958452","studio = | distributor = "
"کلمن (فیلم)","Q2980568","studio = | distributor = "
"آزمون (فیلم ۲۰۱۱)","Q27477697","studio = | distributor = "
"یاران (فیلم ۱۹۱۷)","Q17121732","studio = | distributor = [[میوچوال]] "
"کولو (فیلم)","Q28226080","studio = [[Alce Filmes]]{{سخ}}[[Sedna Films]] "
"تعطیلات در طبیعت","Q55552345","studio = | distributor = [[نت‌فلیکس]] "
"دایره‌های تاریک","Q5223159","studio = [[افتر دارک فیلمز]] "
"به فرزندان خود بگویید","Q7697532","studio = | distributor = [[فیموس پلیرز-لاسکی]] "
"نقاب آبی","Q1514246","studio = | distributor = "
"اتاق دونفره","Q7366283","studio = ویکتور کاتونا پروداکشنز "
"خشم در بهشت","Q3211989","studio = | distributor = [[مترو گلدوین مایر]] "
"جادوگر (فیلم ۱۹۴۹)","Q20002568","studio = پوسا فیلمز "
"قطب شمال عجیب","Q2860666","studio = [[کمپانی والت دیزنی]] "
"ژیلتکی","Q3562744","studio = | distributor = "
"پتک جادوگران (فیلم)","Q8027932","studio = [[باراندوف استودیوز]] "
"سلطنت (فیلم ۲۰۱۴)","Q15983163","studio = A B Pictures "
"مردان ساده","Q2316927","studio = | distributor = [[Fine Line Features]] "
"فیلم یک میلیارد دلاری تیم و اریک","Q7804539","studio = [[۲۹۲۹ اینترتیمنت]]{{سخ}}[[Gary Sanchez Productions]]{{سخ}}[[Funny or Die]]{{سخ}}[[Abso Lutely Productions"
"دبلیو. دبلیو. و دیکسی دنکینگز","Q7945266","studio = | cinematography = [[جیمز کراب]] "
"شراکت دو جنتلمن","Q7858976","studio = | cinematography = [[بیلی ویلیامز (فیلم‌بردار)"
"ناجی روح ۲","Q7428356","studio = | cinematography = لی تاک وای{{سخ}}جیمی لئونگ{{سخ}}تام لاو{{سخ}} بیل وونگ "
"آسیاب رودخانه پو","Q2423225","studio = | distributor = "
"عشق، مرگ و شیطان","Q43838","studio = [[اونیورزوم فیلم]] "
"ناپلی‌ها در میلان","Q3870281","studio = | distributor = ویرتوس فیلم "
"جایی برای داماد نیست","Q7044923","studio = یونیورسال استودیوز "
"فان‌فان","Q3066368","studio = {{Plainlist"
"برتوس (فیلم)","Q17512481","studio = انجمن سینمای ایتالیا "
"خرس (فیلم ۱۹۷۰)","Q6668689","studio = پی.پی. فیلم پولسکی "
"فندق‌شکن (فیلم ۱۹۶۷)","Q18424368","studio = | distributor = "
"ترویز: اسکورت","Q7845064","studio = | music = استیون گوتینز "
"دختران کاماره","Q17049223","studio = | distributor = "
"گذرنامه برای سوئز","Q3897229","studio = کلمبیا پیکچرز "
"هیچ‌کس نخواهد گریخت","Q3343345","studio = [[کلمبیا پیکچرز]] "
"آدم و حوا (فیلم ۱۹۶۹)","Q4057255","studio = | distributor = "
"همیشه شاید من باش (فیلم ۲۰۱۶)","Q23013532","studio = | cinematography = میكو دیوید "
"پسران حاشیه‌نشین","Q3929377","studio = | distributor = "
"جوی‌راید (فیلم ۱۹۷۷)","Q1437448","studio = | cinematography = استفان ام. کاتز "
"زندگی شگفت‌انگیز (فیلم ۱۹۶۴)","Q8031836","studio = | distributor = "
"عملیات سفید","Q19364072","studio = | distributor = "
"فناناپذیران","Q4085822","studio = | distributor = "
"شهبانوی ناوارا","Q3823866","studio = یوونتوس فیلم "
"مادام لو","Q22000710","studio = | distributor = Hegewald Film "
"کیکوس (فیلم ۱۹۷۹)","Q62340","studio = [[آرمن‌فیلم]] "
"قاتل ساده‌لوح","Q4973909","studio = | released = {{film date"
"هیپ هیپ هورا!","Q1407094","studio = | distributor = "
"دو عاشق به‌هنگام والس","Q7859014","studio = | distributor = [[گومون بریتیش]] "
"عشق‌های حزن‌انگیز","Q3999061","studio = یوونتوس فیلم "
"چاقالو و میبل در نمایشگاه سن دیگو","Q5438012","studio = [[استودیو کی‌استون]] "
"این همه شوهر","Q1144353","studio = [[کلمبیا پیکچرز]] "
"سه تفنگدار (فیلم ۱۹۵۹)","Q28430972","studio = | distributor = "
"سه تفنگدار (انیمه)","Q1143990","studio = [[استودیو گالپ]] "
"اومرتا ۶/۱۲","Q98457010","studio = سینماتیک "
"بخت ما","Q4742035","studio = | distributor = "
"حرف زدن مرد مرده","Q3020542","studio = | distributor = "
"گرز سه نشان","Q28726059","studio = <!-- or: "
"به‌دام‌افتاده","Q3382511","studio = | distributor = "
"سلام! چطوری؟","Q8479203","studio = | distributor = "
"وقایع‌نگاری سال‌های پرتب‌وتاب","Q2566877","studio = [[موس‌فیلم]] "
"دیگر هرگز","Q4320040","studio = | runtime = "
"بیا اینجا، مختار!","Q4225030","studio = [[موس‌فیلم]] "
"داستان دن","Q4166352","studio = | runtime = "
"نه خدا، نه ارباب","Q16253656","studio = استراتا پروداکشن "
"دلیریوم (فیلم ۲۰۱۴)","Q18206451","studio = | distributor = [[یوآی‌پی]] "
"درس (فیلم ۱۹۸۷)","Q16220845","studio = [[آرمن‌فیلم]] "
"خنده مرغ دریایی","Q7762803","studio = | distributor = "
"دختران رقصنده ما","Q2041732","studio = [[Cosmopolitan Productions]] "
"ریگولتو (فیلم ۱۹۵۶)","Q19985087","studio = Diva Film "
"استقبال از خطر","Q3735747","studio = | distributor = [[پارامونت پیکچرز]] "
"حذف‌شده (فیلم ۲۰۱۸)",NA,"studio = | distributor = "
"واکرسدورف (فیلم)","Q54834147","studio = | distributor = "
"هرگز به من دست نزد","Q3875138","studio = | distributor = [[پثی اکسچینج]] "
"هل نده","Q3713462","studio = | distributor = [[پثی اکسچینج]] "
"بهشت مجردها","Q63934640","studio = | distributor = "
"دست‌نیافتنی","Q16251036","studio = [[فرست نشنال]] "
"شارل، زنده یا مرده","Q384776","studio = | distributor = "
"یک پخمه زبل","Q4655966","studio = | distributor = "
"مهمان سیزدهم","Q3227800","studio = | distributor = [[مونوگرام پیکچرز]] "
"بیست و یک گرم","Q109535423","studio = | distributor = "
"نقاب فو مانچو","Q1214768","studio = کازموپولیتن پروداکشنز "
"پیروزی (فیلم ۱۹۳۸)","Q4366190","studio = [[موس‌فیلم]] "
"ریسک (فیلم ۲۰۰۱)","Q7336223","studio = | distributor = "
"گوشت‌خزندگان (فیلم)","Q338189","studio = | distributor = New Horizon Picture Corp "
"پیمان (فیلم مستند ۲۰۰۶)","Q7755873","studio = | distributor = "
"چرخند (فیلم ۱۹۹۶)","Q3793425","studio = | distributor = "
"مادام سوشاتسکا","Q1786310","studio = سینه‌پلکس اُدئون فیلمز "
"کلروکس، آمونیوم و قهوه","Q5103218","studio = | distributor = "
"راه‌پیمایی شرمان (فیلم ۱۹۸۶)","Q3025877","studio = | distributor = "
"روشنایی (فیلم ۱۹۵۹)","Q7878145","studio = | distributor = "
"چهار قلب، چهار راه","Q3419734","studio = | distributor = "
"تا سه نشه بازی نشه","Q7784987","studio = ماریو زامپی پروداکشنز {{کوچک}}(انگلوفیلم){{پایان کوچک}} "
"تصویر ورنر هرتسوک","Q7232243","studio = | distributor = "
"بیمارستان (فیلم ۱۹۷۰)","Q3140955","studio = | distributor = "
"خانه در ایندیانا","Q3223627","studio = | distributor = [[فاکس قرن بیستم]] "
"قلعه شناور","Q11275227","studio = | distributor = "
"خلیج فرشتگان","Q1217981","studio = | distributor = "
"لامریکا","Q1738422","studio = | distributor = [[New Yorker Films]] "
"نورجمعه","Q21160113","studio = | distributor = "
"آیا کارآگاهان فکر می‌کنند؟","Q1083347","studio = | distributor = [[پثی اکسچینج]] "
"نیچیرن و حمله بزرگ مغول","Q3183698","studio = [[دایئی فیلم]] "
"جشن چینی (فیلم ۱۹۹۵)","Q1018729","studio = | distributor = "
"سیزده زن","Q1545246","studio = | distributor = [[آر.ک.ئو]] "
"لوته در وایمار","Q428049","studio = | distributor = "
"ما هیچگاه تنها نیستیم","Q19602481","studio = | distributor = "
"زیر درخت شیر (فیلم ۱۹۷۲)","Q2497114","studio = | editing = ویلی کمپلن{{سخ}}کرگ میلر "
"مردم زمستانی","Q2584949","studio = [[کسل راک انترتینمنت]]{{سخ}}([[رسانه وارنر]]) "
"اموتیکون ;)","Q38463267","studio = | distributor = ایندیکان پیکچرز "
"سرزمین رؤیایی (فیلم ۲۰۱۶)","Q25136772","studio = | cinematography = بنیامین کسولکه "
"فریب مطلق","Q5249093","studio = | cinematography = دن مکارتور "
"سرزمین قبل از تاریخ ۱۰: مهاجرت گردن درازها","Q921906","studio = | music = [[مایکل تاورا]] "
"چرخش (فیلم)","Q7577358","studio = | distributor = "
"زاده برای وحشی بودن (فیلم ۱۹۹۵)","Q3040259","studio = | distributor = [[برادران وارنر پیکچرز]] "
"معماران انکار","Q41827903","studio = | distributor = دادا فیلمز{{یادچپ"
"عمارت (فیلم ۱۹۶۹)","Q6732891","studio = | distributor = "
"متجاوزان","Q18290945","studio = <!-- or: "
"قلبم تو را می‌خواند (فیلم آلمانی)","Q21646756","studio = | distributor = [[اونیورزوم فیلم]] "
"مانون لسکو (فیلم)","Q3844819","studio = گراندی فیلم "
"آخرین خانم چینی (فیلم ۱۹۲۹)","Q1656073","studio = [[مترو گلدوین مایر]] "
"سایه (فیلم ۱۹۷۱)","Q4454833","studio = | runtime = "
"بیل سفیر کبیر","Q4741056","studio = [[فاکس فیلم]] "
"بمب انتحاری (فیلم)","Q107598260","studio = [[یودلی فیلمز]] "
"آیرن میول","Q7742602","studio = | distributor = "
"عشق ساده","Q120333437","studio = جیو استودیوز{{سخ}}ای‌وی‌ام‌ای میدیا "
"جبل طارق (فیلم ۱۹۳۸)","Q3105364","studio = | distributor = "
"او (فیلم ۱۹۸۲)","Q7491917","studio = | distributor = "
"سیاه و سفید (فیلم ۲۰۰۸)","Q951580","studio = | distributor = "
"آزاد (فیلم ۱۹۵۵)","Q4831998","studio = [[Pakshiraja Studios]]، [[کویمباتور]] "
"خانواده بزرگ","Q1634714","studio = [[Lenfilm]] "
"لنین و علی","Q20507478","studio = | distributor = "
"خانم جولی","Q21869627","studio = Artfilm "
"عسل (فیلم ۱۹۸۱)","Q639067","studio = | distributor = "
"چارلی می‌گوید","Q489675","studio = | distributor = Mars Distribution "
"استوری ویل","Q3499917","studio = | cinematography = رونالد وروکتور گارسیا "
"دکتر آنتونیو","Q3793861","studio = ماندرفیلم "
"نوکر (فیلم ۱۹۷۹)","Q1678167","studio = | distributor = "
"ترانه‌های سوقومون","Q96406027","studio = {{فهرست ساده"
"سیگنال (فیلم ۲۰۰۷)","Q624760","studio = [[گروه پاتاگونیت فیلم]]{{سخ}}[[استودیو سینمایی والت دیزنی]] "
"نمایش نمایش‌ها","Q2382728","studio = [[برادران وارنر پیکچرز]] "
"خانه متروک (فیلم ۱۹۲۰)","Q4925740","studio = [[Ideal Film Company]] "
"کیکی (فیلم ۱۹۳۱)","Q94686","studio = Art Cinema "
"ماسک (فیلم ۲۰۱۹)","Q65044244","studio = | released = {{Film date"
"۸۹ میلی‌متری از اروپا","Q4645126","studio = | released = {{film date"
"زن جوان بگیر","Q3018272","studio = | distributor = [[پثی اکسچینج]] "
"شوگرل (فیلم)","Q21869818","studio = [[فرست نشنال]] "
"بی‌مبالاتی‌های بتی","Q16251839","studio = [[ویتاگراف]] "
"مرد حادثه‌آفرین (فرنچایز)",NA,"studio = {{plainlist"
"داستان سیب‌زمینی شگفت‌انگیز","Q570395","studio = | distributor = "
"همبستگی، همبستگی...","Q9339347","studio = <!-- or: "
"در جستجوی تادزیو","Q376148","studio = [[رای (شبکه رادیو تلویزیونی)"
"خروج اضطراری (فیلم)","Q113364759","studio = | distributor = "
"فیل سفید (فیلم ۱۹۷۸)","Q11161406","studio = | distributor = "
"جمع اضداد محال است (فیلم ۱۹۳۱)","Q3825058","studio = مترو گلدوین مایر "
"پادشاه اشرافی","Q115821071","studio = | released = ۲۵ نوامبر ۲۰۲۲ "
"لولاهای جهنم","Q3784599","studio = | distributor = [[Triangle Film Corporation"
"ببوس و بگو (فیلم)","Q5959982","studio = تترمینال بلیس پیکچرز "
"قاتل حرفه‌ای (فیلم ۱۹۳۲)","Q1196577","studio = | distributor = [[وارنر برادرز]] "
"جنگ زن و مرد (فیلم ۱۹۵۹)","Q7715904","studio = | distributor = براینستون فیلمز (بریتانیا){{سخ}}کانتیننتال دیتربیوتینگ (آمریکا) "
"آوای وحش (فیلم ۱۹۷۶)","Q7721015","studio = چارلز فرایز پروداکشنز "
"شریک دلسوز","Q1848202","studio = | distributor = [[آر. ک. ئو]] "
"تئودورا وحشی می‌شود","Q827494","studio = | distributor = [[کلمبیا پیکچرز]] "
"ستاره (فیلم ۱۹۵۲)","Q1870585","studio = | distributor = [[فاکس قرن بیستم]] "
"ماریتزا","Q3849394","studio = | distributor = "
"اریحا (فیلم ۱۹۳۷)","Q6182136","studio = | distributor = کاپیتول فیلمز "
"آژیر (فیلم ۱۹۳۸)","Q4708388","studio = | distributor = "
"باج‌گیری (فیلم ۱۹۵۱)","Q2905565","studio = | distributor = "
"بادبزن خانم ویندیرمیر (فیلم ۱۹۳۵)","Q1701661","studio = | distributor = "
"بازی (فیلم هندی ۲۰۱۱)","Q2402016","studio = | distributor = [[Excel Entertainment]]{{سخ}}[[Eros International Ltd.]] "
"پاها (فیلم)","Q6518681","studio = The Catalina Production Group "
"پول (فیلم ۱۹۹۳)","Q6899087","studio = | distributor = "
"تائیس (فیلم ۱۹۱۷)","Q7709287","studio = | distributor = [[گلدوین پیکچرز]] "
"دوریت کوچک (فیلم ۱۹۲۰)","Q18708997","studio = Progress Films "
"دوست (فیلم ۲۰۰۹)","Q5504001","studio = | distributor = "
"عشق (فیلم ۲۰۰۵)","Q6690233","studio = | distributor = [[Forward Entertainment LLC]] "
"ملاقات با سنت نیکلاس (فیلم ۱۹۳۳)","Q3522022","studio = [[والت دیزنی پیکچرز]] "
"ناک‌اوت (فیلم ۱۹۳۵)","Q19874955","studio = Ondra-Lamac-Film{{سخ}}[[باواریا فیلم]] "
"باغ (فیلم ۲۰۰۶)","Q3987179","studio = | distributor = "
"آخرین فیلم","Q520051","studio = | distributor = [[یونیورسال استودیوز]] "
"جنون آمریکایی","Q2195957","studio = [[کلمبیا پیکچرز]] "
"پروژه الکساندرا","Q180363","studio = Vertigo Productions Pty. Ltd.{{سخ}}The Australian Film Commission{{سخ}}Fandango Australia{{سخ}}Hendon Studios{{سخ}}[[Palace Films]]{{سخ}}The South Australian Film Corporation "
"دورا نلسون (فیلم ۱۹۳۵)","Q12145005","studio = Flores Film "
"پنجاه‌پنجاه (فیلم ۱۹۱۶)","Q2198335","studio = فاین آرتز فیلم کامپنی "
"مسلمان بامزه","Q19892900","studio = [[استار فیلم کمپانی]] "
"گیکور (فیلم ۱۹۳۴)","Q16376662","studio = | distributor = [[آرمن‌فیلم]] "
"قهرمان‌ها دهانشان بوی شیر نمی‌دهد","Q3236373","studio = آتیا پرودوکسیون{{سخ}}ترمینوس اس. آ. آر. ال "
"کنار آمدن با مردگان","Q3377489","studio = | distributor = "
"الماس سفید","Q3015372","studio = | distributor = "
"ویتسک (فیلم ۱۹۹۴)","Q21020853","studio = | distributor = "
"طوفان بر فراز آسیا","Q1807931","studio = | distributor = "
"مأمور پلیس","Q1634401","studio = | distributor = "
"نبرد تکمه‌ها","Q2364743","studio = [[Enigma Productions]]{{سخ}}[[Fujisankei Communications Group]]{{سخ}}Hugo Films{{سخ}}Les Productions de la Guéville{{سخ}}[[وارنر برادرز]] "
"کوکوو","Q442941","studio = Barefoot Films "
"جین (فیلم ۱۹۱۵)","Q6151049","studio = | distributor = [[پارامونت پیکچرز]] "
"ماه بر فراز میامی (فیلم)","Q2302087","studio = | distributor = [[فاکس قرن بیستم]] "
"ایده بزرگ (فیلم ۱۹۱۷)","Q3985957","studio = رولین فیلمز "
"یک نمایش قدرت","Q4659498","studio = | distributor = [[پارامونت پیکچرز]] "
"مارش عروسی (فیلم)","Q3823008","studio = | distributor = "
"کالیبر بزرگ","Q15040769","studio = سوپریم پیکچرز "
"بهترین بهترین‌ها ۳: هیچ راه بازگشتی نیست","Q830361","studio = The Movie Group{{سخ}}Picture Securities Ltd. "
"مرد بدون بدن","Q7750003","studio = Filmplays Ltd. "
"تجربه دانمارکی","Q7728871","studio = | distributor = "
"هتل مونتری","Q18649334","studio = | distributor = "
"ماسل بیچ پارتی","Q6940283","studio = | distributor = [[آمریکن اینترنشنال پیکچرز]] "
"چه کار خواهی کرد وقتی دنیا در آتش باشد؟","Q56274948","studio = | distributor = "
"تانگوی وحشی","Q3488730","studio = [[مؤسسه ملی سینما و هنرهای صوتی‌تصویری]]{{سخ}}ماندالا فیلمز{{سخ}}کوراندا فیلمز "
"کار کثیف (فیلم ۱۹۹۸)","Q1228304","studio = | distributor = [[مترو گلدوین مایر]] "
"سایات‌نووا (فیلم)","Q16398731","studio = | distributor = "
"سیب آدم (فیلم)","Q4678567","studio = [[بریتیش اینترنشنال پیکچرز]] "
"مزاحم (فیلم ۱۹۵۳)","Q7742387","studio = | distributor = "
"مزاحم (فیلم ۱۹۶۲)","Q2018199","studio = | distributor = Pathé-America Distrib.Co. "
"جنایات خیالی","Q6002444","studio = [[Morgan Creek Productions]] "
"مأموریت قرمز (فیلم ۱۹۹۹)","Q19999879","studio = | distributor = "
"دوباره خانه (فیلم ۲۰۱۲)","Q5888188","studio = | distributor = "
"پسران دریا","Q7562377","studio = کانسولیدت انگلستان "
"راز سلطان (فیلم ۲۰۱۰)","Q7444184","studio = | distributor = "
"غلتک‌های مقدس","Q3178485","studio = | distributor = First Independent Pictures "
"پلیس سایبورگ ۳","Q4219986","studio = | distributor = "
"شیمی بدن (فیلم ۱۹۹۰)","Q4497747","studio = Concorde Productions "
"برای شرف (فیلم)","Q4198232","studio = | distributor = «Երևան» ՀՖՍ "
"دریاچه کایوت","Q65087909","studio = <!-- or: "
"بهشت همین نزدیکی‌هاست","Q5694670","studio = | distributor = "
"بهشت موقت","Q7698966","studio = | distributor = "
"خون‌آشامان ورشو","Q4103190","studio = مرکورفیلم "
"رنا (فیلم)","Q7312336","studio = | distributor = "
"ابله تمام‌عیار","Q25208903","studio = پروسینس "
"کارگاه بابانوئل","Q2061716","studio = [[والت دیزنی پیکچرز]] "
"خرگوش کوچک بامزه","Q3234615","studio = [[شرکت والت دیزنی]] "
"ملودی میمون","Q372309","studio = [[شرکت والت دیزنی]] "
"سه النا","Q21010272","studio = | distributor = "
"تعطیلات خوش","Q2832409","studio = بالت ئی بلای "
"بازیکنان (فیلم ۱۹۷۹)","Q4197748","studio = | distributor = [[پارامونت پیکچرز]] "
