"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Maryam Goormaghtigh","classification.ores.articletopic/Culture.Media.Films|994|classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|899|classification.ores.articletopic/Culture.Biography.Biography*|859|classification.ores.articletopic/Geography.Regions.Europe.Europe*|731","Q66364096","nm2295945","Maryam Goormaghtigh","match",NA,NA
"Božidarka Frajt","classification.ores.articletopic/Culture.Biography.Biography*|939|classification.ores.articletopic/History and Society.History|200|classification.ores.articletopic/Geography.Regions.Europe.Europe*|990|classification.ores.articletopic/Culture.Biography.Women|899|classification.ores.articletopic/Geography.Regions.Europe.Southern Europe|985","Q11214450","nm0289677",NA,NA,"nm0289676",NA
"Rust College","classification.ores.articletopic/Culture.Biography.Biography*|990|classification.ores.articletopic/History_and_Society.Society|546|classification.ores.articletopic/Geography.Regions.Americas.North_America|928","Q7382396","nm0157534","Alvin Childress","not exact match",NA,NA
"Patricia Verhaegen","classification.ores.articletopic/Culture.Biography.Biography*|724|classification.ores.articletopic/Culture.Media.Media*|692","Q120617301","nm7197555","Patricia Verhaegen","match",NA,NA
"Sakura Nakamura","classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Culture.Media.Media*|939|classification.ores.articletopic/Culture.Biography.Women|843|classification.ores.articletopic/Culture.Media.Films|782","Q11365721","nm5066910","Sakura Nakamura","match",NA,NA
"Dawn Porter","classification.ores.articletopic/Culture.Biography.Biography*|835|classification.ores.articletopic/Culture.Media.Films|900","Q16829011","nm002929021",NA,NA,"nm2929021",NA
"Kaltoum Boufangacha","classification.ores.articletopic/Culture.Biography.Biography*|943|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|870|classification.ores.articletopic/Geography.Regions.Europe.Europe*|699","Q2076564","nm9598846","Kaltoum Boufangacha","match","nm2204340",NA
"Vladimir Kojine","classification.ores.articletopic/Culture.Biography.Biography*|781|classification.ores.articletopic/History and Society.Society|982","Q4226351","nm5312257","Olesya Boslovyak","not exact match",NA,NA
"Lene Tiemroth","classification.ores.articletopic/Culture.Media.Media*|867|classification.ores.articletopic/Culture.Media.Films|884|classification.ores.articletopic/Culture.Biography.Women|607|classification.ores.articletopic/Geography.Regions.Europe.Europe*|919|classification.ores.articletopic/Culture.Biography.Biography*|974|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|946","Q4982822","nm00000862867",NA,NA,"nm0862867",NA
"Joe Jones (Fluxus)","classification.ores.articletopic/Culture.Biography.Biography*|854|classification.ores.articletopic/Culture.Media.Music|872|classification.ores.articletopic/Culture.Media.Media*|847","Q15452777","nm005753501",NA,NA,NA,NA
"Taiwo Ajai-Lycett","classification.ores.articletopic/Culture.Biography.Women|746|classification.ores.articletopic/Geography.Regions.Africa.Africa*|977|classification.ores.articletopic/Culture.Biography.Biography*|993","Q19667936","nm2351291",NA,NA,NA,NA
"Leslie Dewan","classification.ores.articletopic/STEM.Technology|949|classification.ores.articletopic/STEM.STEM*|978|classification.ores.articletopic/Culture.Biography.Biography*|865","Q16231652","nm6256637","Leslie Dewan","match",NA,NA
"Bertille Zénobie Estramon","classification.ores.articletopic/Culture.Biography.Biography*|943|classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Culture.Media.Films|793|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|771","Q118275399","nm9400918","Bertille Estramon","not exact match",NA,NA
"Tamara Bleszynski","classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Biography.Women|946|classification.ores.articletopic/Culture.Media.Media*|945|classification.ores.articletopic/Culture.Media.Music|877|classification.ores.articletopic/Geography.Regions.Asia.Southeast_Asia|839|classification.ores.articletopic/Geography.Regions.Asia.Asia*|731|classification.ores.articletopic/Culture.Media.Films|672","Q4188193","nm1099909","Dian Sastrowardoyo","not exact match","nm2621991",NA
"Enrique Fernández (dessinateur)","classification.ores.articletopic/Culture.Biography.Biography*|904|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|1000|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|1000|classification.ores.articletopic/Culture.Literature|1000","Q5833275","nm1624533","Enrique Fernández","not exact match",NA,NA
"Shiva Regmi","classification.ores.articletopic/Culture.Biography.Biography*|945|classification.ores.articletopic/Geography.Regions.Asia.Asia*|993|classification.ores.articletopic/Geography.Regions.Asia.South Asia|974","Q7499249","nm0001203952",NA,NA,"nm1203952",NA
"Sabaah Folayan","classification.ores.articletopic/Culture.Biography.Biography*|994|classification.ores.articletopic/Culture.Media.Films|890|classification.ores.articletopic/Culture.Media.Media*|817","Q28553407","nm008635060",NA,NA,"nm8635060",NA
"Décès en mars 2008","classification.ores.articletopic/Culture.Biography.Biography*|995|recommendation.image/exists|1","Q158334","nm0006890","Paul Scofield","not exact match",NA,NA
