"title","wikibase_item","Studio"
"Pulgarcita (película de 1994)","Q965266","studio = [[Warner Bros. Family Entertainment]] "
"Tammy (película)","Q15901539","studio = [[New Line Cinema]]<br />[[Gary Sanchez Productions]] "
"Batman vs. Robin","Q18844637","studio = |imdb = 4324274 "
"Hardcore Henry","Q20982361","studio = |presupuesto =2 millones de dólares "
"El paseo 5","Q83891383","studio = | presupuesto = "
"Seven Psychopaths","Q59610","studio = [[Film4]] <br /> [[British Film Institute]] <br /> Blueprint Pictures "
"Girls Bravo","Q1191210","studio = [[Anime International Company"
"Muv-Luv","Q2759489","studio = [[Satelight]] "
"Hope Springs","Q327214","studio = [[Metro-Goldwyn-Mayer]]<br />[[Lionsgate Entertainment"
"Nuestra pandilla 2","Q3795576","studio = [[21st Century Fox]] "
"Las cuatro plumas (película de 2002)","Q391540","studio = [[Abbey Road Studios]] <br/> [[Shepperton Studios]] }} '''''Las cuatro plumas''''', es una [[película]] estadounidense de género [[Cine bélico"
"Hausu","Q1132905","studio = }} '''''Hausu''''' ({{Lang-ja"
"Next Avengers: Heroes of Tomorrow","Q2565008","studio = | música = Guy Michelmore "
"Keeping Up with the Joneses (película)","Q19880691","studio = {{lista"
"Lo que arde","Q63254980","studio = Miramemira<br/>Kowalski Films<br/>4 a 4 Productions<br/>Tarantula Luxembourg "
"Stuart Little 3: Call of the Wild","Q2271822","studio = [[Sony]] "
"Buscando un amigo para el fin del mundo","Q759448","studio = |imdb = 1307068 "
"Barrenderos espaciales","Q65267432","studio = {{ubl"
"Get Him to the Greek","Q940139","studio = [[Relativity Media]]<br />[[Spyglass Entertainment]]<br />[[Apatow Productions]] "
"Open Season 2","Q217392","studio = [[Sony]] "
"Re:Creators","Q28083229","studio = [[Troyca]] "
"Gran Mazinger","Q698757","studio = [[Toei Animation]] "
"La barbería 3","Q20001218","studio = | presupuesto = "
"Al otro lado del viento","Q1458177","studio = Americas Film Conservancy<br /> Les Films de L'Astrophore<br /> Royal Road Entertainment<br /> SACI "
"Bug (película de 2006)","Q1002251","studio = DMK Mediafilms International<br />Inferno Distribution<br />L.I.F.T. Prod. "
"Alpha and Omega","Q645405","studio = [[Crest Animation Productions]] "
"Carnival Phantasm","Q1049725","studio = [[Lerche (animación)"
"Fatherland","Q457349","studio = |sincat = }} '''''Fatherland''''' (en español: '''''Patria''''' o '''''Secta'''''). es un telefilme de 1994 dirigido por [[Christopher Menaul]] y protagonizada por [[Rutger Hauer]] y [[Miranda Richardson]]. Está basado en una novela de [[Robert Harris]], un escritor especializado en la era nazi que se imaginó en ella un hipotético mundo alternativo futuro, en la que la [[Alemania nazi]] ganó la [[Segunda Guerra Mundial]] y se ha convertido por ello en una potencia mundial.<ref>[https://www.abc.es/play/pelicula/patria-4547/ Patria] ''ABC''. Consultado el 28 de marzo de 2023.</ref> == Argumento == Es el año 1960. Es un mundo alternativo, en el que los alemanes ganaron la Segunda Guerra Mundial. Ahora [[Adolf Hitler"
"The Boy Who Cried Werewolf","Q495706","studio = Pacific Bay Entertainment "
"Now and Then (película)","Q614966","studio = | presupuesto = 12,000,000 "
"Barbie: el secreto de las hadas","Q659793","studio = [[Rainmaker Entertainment]] "
"Party in the U.S.A.","Q547537","studio = 3180 Media Group ([[Savannah]]) "
"Dramatical Murder","Q5206006","studio = [[NAZ]] "
"Secondhand Lions","Q951703","studio = |imdb = 0327137 "
"Las aventuras de Gigi","Q1197198","studio = [[Ashi Productions]] "
"Conducta (película)","Q16551804","studio = [http://www.conducta.cult.cu/ Sitio web oficial] "
"Full Moon o Sagashite","Q696283","studio = [[Studio DEEN]] "
"Tank Girl (película)","Q2300632","studio = [[United Artists]]<br>Trilogy Entertainment Group "
"Rainbow: Nisha Rokubō no Shichinin","Q2578794","studio = Madhouse "
"The Postman (película de 1997)","Q1122688","studio = | presupuesto = "
"Ryūō no Oshigoto!","Q24868819","studio = [[Project No.9]] "
"Hoshi no Kirby","Q1205191","studio = {{bandera"
"Robert Venturi","Q212312","studio = VSBA - Venturi, Scott Brown and Associates }} '''Robert Venturi''' ([[Filadelfia]], [[Pensilvania]]; [[25 de junio]] de [[1925]]-[[Ibidem"
"¡Asu mare! 3","Q47488000","studio = Tondero Films "
"Kotetsu Jeeg","Q92808","studio = [[Toei Animation]] "
"Mark Cerny","Q3294029","studio = |conocido = serie [[Crash Bandicoot]], [[PlayStation Vita]], [[PlayStation 4]], y [[PlayStation 5]] "
"El espejo de los otros","Q21533423","studio = |presupuesto = "
"Dragon Booster","Q2539381","studio = compañía Alliance Atlantis Communication Inc "
"Empire Records","Q2309994","studio = | presupuesto = "
"Tarde para la ira","Q26921375","studio = |imdb =4771896 "
"El Rey Arturo (anime)","Q2705920","studio = [[Toei Animation]] "
"Altered States","Q1194524","studio = [[Shepperton Studios]] "
"Monkeybone","Q1191928","studio = [[21st Century Fox]] "
"Digimon Xros Wars","Q275676","studio = [[Toei Animation]] "
"Cake (película de 2014)","Q16060473","studio = [[After Dark Films]]<br />[[Echo Films]] "
"Digimon: La película","Q2609035","studio = [[21st Century Fox]] "
"Hitorijime My Hero","Q30846544","studio = [[Encourage Films]] "
"Tom of Finland","Q366062","studio = | proyectos representativos = "
"Caché (película)","Q383173","studio = France 3 Cinéma<br />[[Canal+ (Francia)"
"Triple 9","Q17144452","studio = |presupuesto =$20 000 000 "
"Oniisama e...","Q2318266","studio = [[Tezuka Productions]] "
"Music (película de 2021)","Q21010876","studio = | imdb = "
"La hija de mi mejor amigo","Q4739","studio = Likely Story<br />Olympus Pictures "
"Masterminds","Q18151901","studio = Michaels-Goldwyn "
"Dance in the Vampire Bund","Q1159317","studio = [[SHAFT]] "
"Excel Saga","Q1338812","studio = [[J.C.Staff]] "
"Onegai Teacher","Q957889","studio = [[Daume]] "
"Pokémon Origins","Q14870116","studio = [[Oriental Light and Magic"
"No Good Deed","Q16253660","studio = [[Will Packer Productions]] "
"Anaconda 3: Offspring","Q483572","studio = [[Stage 6 Films]]<br/>Hollywood Media Bridge<br/>[[Castel Film Romania]] "
"My Little Pony: Equestria Girls - Rainbow Rocks","Q15728879","studio = [[Hasbro]] "
"Superlibro","Q1125350","studio = [[Tatsunoko Production]] "
"El paseo 4","Q44492608","studio = | presupuesto = "
"While We're Young","Q17089779","studio = |imdb = "
"El profesor chiflado II: La familia Klump","Q599432","studio = [[Universal Studios Home Entertainment]] "
"Purple Rain (película)","Q1754021","studio = [[Prince (músico)"
"La playa de los ahogados","Q19609890","studio = Foresta Films }} '''''La playa de los ahogados''''' es una película española de drama y suspense dirigida por [[Gerardo Herrero]], adaptación de la obra ''La playa de los ahogados'' de [[Domingo Villar]]. Fue estrenada el [[10 de octubre]] de [[2015]] en 110 salas de España, 20 de ellas en Galicia, en una versión doble, en gallego y en castellano. Está protagonizada por [[Carmelo Gómez]], que interpreta al detective Leo Caldas, [[Pedro Alonso]] en el papel de Valverde, y [[Luis Zahera]] como Arias. El rodaje se realizó en [[Nigrán]] y en [[Vigo]],<ref>{{cita noticia "
"Danganronpa: Trigger Happy Havoc","Q1035512","studio = [[Lerche]] }} {{Infobox animanga cierre}} En 2013, fue lanzado '''Danganronpa: Serie completa''', un anime enfocado en la historia original. Tiene un total de 13 capítulos y en el último se da a entrever una próxima secuela del anime. Esta segunda secuela ya fue lanzada en 2016 con el nombre de '''Danganronpa 3: Arco futuro/Arco desesperación - El fin de la academia Kibougamine'''. El orden del anime completo es el siguiente:<ref>{{cita web "
"Ernest y Célestine","Q3057240","studio = La Parti Productions<br />Les Armateurs "
"Kujira no Josephina","Q3605100","studio = [[Production Reed"
"The Missing","Q1637139","studio = [[Revolution Studios]]<br />[[Imagine Entertainment]] "
"Atrapa la bandera","Q21647697","studio = Lightbox Entertainment "
"Justice (álbum)","Q105691322","studio = Henson Recording Studio "
"Kiba (anime)","Q773860","studio = Madhouse "
"Amarrados al amor","Q105674145","studio = | género = Comedia romántica<br>Drama "
"Irozuku Sekai no Ashita kara","Q51030310","studio = [[P.A. Works]] "
"Bully (película)","Q1004657","studio = Blacklist Films <br /> Gravity Entertainment <br /> Muse Productions <br /> FilmFour Distributors "
"Gigli","Q260533","studio = | presupuesto = "
"El clan del oso cavernario (película)","Q749578","studio = }} '''''El clan del oso cavernario''''' (título original: ''The Clan of the Cave Bear'') es una película estadounidense de [[1986]] dirigida por [[Michael Chapman]]. El guion de [[John Sayles]] adapta el argumento de la [[El clan del oso cavernario"
"Kizumonogatari 1: Tekketsu-hen","Q22960653","studio = [[Shaft (estudio)"
"Arthur (película de 2011)","Q708306","studio = |presupuesto = $40 millones<ref name=""LABox"">{{Cita noticia "
"The One I Love (película)","Q17112726","studio = Duplass Brothers Productions "
"Higashi no Eden","Q1069002","studio = [[Production I.G]] "
"El Cazador de la Bruja","Q1302552","studio = [[Bee Train]] "
"Aldnoah.Zero","Q15980655","studio = [[A-1 Pictures]] "
"Tamako Market","Q211183","studio = [[Kyoto Animation]] "
"Morena Clara (película de 1936)","Q22000247","studio = [[Estudios CEA"
"Flicka","Q636629","studio = |presupuesto = US$ 15 000 000 "
"Corpse Party: Tortured Souls","Q23419127","studio = Asread "
"Mosul (película de 2019)","Q101472447","studio = }} '''''Mosul''''' es una película bélica estadounidense de 2019 dirigida por Matthew Michael Carnahan y protagonizada por [[Adam Bessa]]. Está basada en hechos reales y rodada en árabe.<ref name = AE>Gonzalo Sánchez (4 de septiembre de 2019): [https://www.efe.com/efe/america/cultura/la-mostra-se-adentra-en-mosul-con-los-heroes-que-enfrentaron-al-califato/20000009-4056719 La Mostra se adentra en Mosul con los héroes que se enfrentaron al Califato] ''Agencia EFE''. Consultado el 9 de julio de 2022.</ref> == Argumento == La película trata de la unidad SWAT Nineveh que operó en [[Mosul]] contra el [[Estado Islámico]] durante la [[Batalla de Mosul (2016-2017)"
"Pretty Guardian Sailor Moon Eternal (película de 2021)","Q67597432","studio = [[Toei Animation]]<br>[[The Walt Disney Company"
"La Foquita: El 10 de la calle","Q76104336","studio = Lfante Films "
"Nurarihyon no Mago","Q1194085","studio = [[Studio DEEN]] "
"Kantai Collection (anime)","Q18712381","studio = [[Diomedéa]] "
"Mahō Shōjo Lyrical Nanoha","Q1143644","studio = [[Seven Arcs]] "
"Miracle on 34th Street","Q1467214","studio = | presupuesto = $630.000 "
"Shaman King (serie)","Q100868587","studio = [[Xebec]] "
"El pan de la guerra (película)","Q19862858","studio = {{Plainlist"
"Ghost in the Shell: Stand Alone Complex","Q1776982","studio = [[Production I.G]] "
"C (anime)","Q483561","studio = [[Tatsunoko Production]] "
"Momo (película)","Q570967","studio = | presupuesto = "
"Modigliani (película)","Q2337365","studio = | Distribuidora = "
"Gochūmon wa Usagi Desu ka?","Q11267313","studio = [[White Fox]] "
"El cielo en tu mirada","Q5821423","studio = {{Bandera"
"The Water Diviner","Q15411503","studio = Fear of God Films<br>Hopscotch Features "
"Peter Eisenman","Q317164","studio = ''Eisenman Architects'' "
"Great Pretender","Q83712396","studio = [[Wit Studio]] "
"Kung Fu Panda: los secretos de los cinco furiosos","Q584023","studio = [[DreamWorks]]<br />[[Viacom]] "
"Pete's Dragon","Q1332299","studio = [[The Walt Disney Company]] "
"Días de vinilo","Q5815930","studio = |presupuesto = "
"UFO Robo Grendizer","Q700424","studio = [[Toei Animation]] "
"Carrie (película de 2002)","Q1045023","studio = }} '''''Carrie''''' es una película concebida para la televisión del año [[2002]] de [[David Carson]], en la que [[Angela Bettis]] es la protagonista. Es la tercera entrega de la saga de ''[[Carrie (saga)"
"Samed, el duende mágico","Q1036951","studio = [[TMS Entertainment"
"Ushio to Tora","Q967074","studio = Pastel "
"Go-Tōbun no Hanayome: La película","Q111836691","studio = | presupuesto = "
"Burst Angel","Q1284240","studio = [[Gonzo (animación)"
"Bad Hair","Q83965675","studio = | presupuesto = 8.9 millones de dólares<ref name = IW>{{cite news"
"Dokonjō Gaeru","Q4388674","studio = [[TMS Entertainment]] "
"Misterios del Titanic","Q983912","studio = Walden Media<br />Earthship Productions<br />Ascot Elite Entertainment Group<br />Golden Village<br />Telepool<br />UGC PH "
"Alex Rider: Operation Stormbreaker","Q169996","studio = | presupuesto = 25&nbsp;000&nbsp;000€{{cita requerida}} "
"Open Season 3","Q381758","studio = [[Sony]] "
"American Ultra","Q16354845","studio = [[Universal Studios]] "
"Los cachorros (película)","Q1218684","studio = [[Estudios Churubusco]] "
"Ogú y Mampato en Rapa Nui","Q2398002","studio = [[Cineanimadores]] "
"Mnemosyne (anime)","Q2455207","studio = [[XEBEC]] "
"Kaleido Star","Q539284","studio = [[Gonzo (animación)"
"Gokinjo Monogatari","Q787081","studio = [[Toei Animation]] "
"El cuerpo (película de 2001)","Q1120143","studio = MDP Worldwide "
"Spare Parts (película)","Q16998946","studio = Brookwell-McNamara Entertainment<br />[[Pantelion Films]] "
"Mindscape (película)","Q3277324","studio = |presupuesto = {{Formatnum"
"Banner y Flappy","Q963199","studio = [[Nippon Animation]] "
"Osomatsu-san","Q22341701","studio = [[Pierrot Co., Ltd.]] "
"Notorious (película de 2009)","Q1809958","studio = | presupuesto = [[Dólar estadounidense"
"Vandread","Q597380","studio = [[Gonzo (animación)"
"La Casa de las Flores: la película","Q107017550","studio = }} '''''La Casa de las Flores: la película''''' es una película mexicana de [[comedia]] dirigida por [[Manolo Caro]] para [[Netflix]] en 2021. La película se anunció en abril de 2021 de modo imprevisto y es una secuela que «se da un año después de la temporada 3 y final» de la serie [[La Casa de las Flores (serie de televisión)"
"El bosque del piano","Q1324584","studio = |estudio2 = "
"La Blue Girl","Q171803","studio = [[Daiei Co. Ltd.]] "
"La historia de Ruth","Q1755847","studio = Samuel G. Engel Productions }} '''''La historia de Ruth''''' (título original en [[Idioma inglés"
"Akudama Drive","Q96482434","studio = [[Pierrot Co., Ltd."
"Kotoura-san","Q2855256","studio = [[Anime International Company"
"Doc Hollywood","Q691838","studio = [[Warner Bros.]] "
"Street Fighter II-V","Q1314180","studio = [[Group TAC]] "
"Walk Hard: The Dewey Cox Story","Q2060077","studio = Relativity Media<br />Apatow Productions<br />Overbrook Entertainment "
"Yu-Gi-Oh! ZEXAL","Q676287","studio = [[Studio Gallop]] "
"Isekai Quartet","Q60168285","studio = Studio Puyukai "
"Flint the Time Detective","Q700408","studio = [[Group TAC]], [[Toei Animation]] "
"Folklore: The Long Pond Studio Sessions","Q102302517","studio = }} '''''Folklore: The Long Pond Studio Sessions''''' (estilizado en [[Minúscula"
"Hironobu Sakaguchi","Q312525","studio = |conocido = Saga de [[Final Fantasy]] "
"Aura: Maryūinkōga Saigo no Tatakai","Q4822048","studio = [[Anime International Company"
"Fushigi no Umi no Nadia","Q696455","studio = [[Gainax]] "
"Ghost Hound","Q613823","studio = [[Production I.G]] "
"Area no Kishi","Q1189409","studio = [[Shin-Ei Animation]] "
"El color de la granada","Q2235380","studio = [[Armenfilm]] "
"Kami-sama ni Natta Hi","Q93914580","studio = [[P.A.Works]] "
"Yoroiden Samurai Troopers","Q2452412","studio = [[Sunrise]] "
"Pet Shop of Horrors","Q678633","studio = Madhouse "
"Nostalghia (película)","Q1138968","studio = |presupuesto = "
"Texhnolyze","Q777898","studio = Madhouse "
"The Bay","Q3023608","studio = Baltimore Pictures<br>[[Alliance Films]]<br>IM Global<br>Hydraulx Entertainment<br>Automatik Entertainment "
"One for the Money","Q602501","studio = [[Lakeshore Entertainment]]<br />[[Sidney Kimmel Entertainment]] "
"Rock Dog","Q20751338","studio = [[Huayi Brothers]]<br />Mandoo Pictures Co.<br />Huayi Tencent Entertainment Company<br />Eracme Entertainment<br />Dream Factory Group "
"Los reyes del mambo","Q1888182","studio = [[StudioCanal"
"Rock-a-Doodle","Q1631437","studio = [[Sony Pictures Home Entertainment]] "
"Tuya (película de 2015)","Q20729911","studio = |presupuesto = "
"Amy (documental)","Q19803462","studio = }} '''''Amy''''' es una película documental británica de 2015 sobre la vida y la muerte de la cantante y compositora [[Amy Winehouse]] dirigida por el cineasta [[Asif Kapadia]], autor del también documental ''[[Senna (documental)"
