"title","wikibase_item","FilmID","status","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"新書・忍びの者","Q22101098","tt0201924","not exact match","movie","Shinsho: shinobi no mono","Shinsho: shinobi no mono",0,"1966","\N","91","Action,Drama"
"忍びの者 伊賀屋敷","Q120335102","tt0224097","not exact match","movie","Shinobi no mono: Iga-yashiki","Shinobi no mono: Iga-yashiki",0,"1965","\N","89","Action,Drama"
"ハンク・マン","Q3126801","tt0231240","not exact match","short","Beach Birds","Beach Birds",0,"1915","\N","\N","Comedy,Short"
"第33回アカデミー賞","Q917071","tt0324953","not exact match","tvSpecial","The 33rd Annual Academy Awards","33rd Annual Academy Awards Presentation",0,"1961","\N","\N","Family"
"カール・メイセック","Q305362","tt2007934","not exact match","video","Carl Macek's Robotech Universe","Carl Macek's Robotech Universe",0,"2011","\N","36","Documentary,Short"
"忍びの者 続・霧隠才蔵","Q120335131","tt0199023","not exact match","movie","Shinobi no mono: Zoku Kirigakure Saizô","Shinobi no mono: Zoku Kirigakure Saizô",0,"1964","\N","91","Action,Drama"
"HOMESICK","Q17231593","tt2988068","not exact match","movie","Homesick","Homesick",0,"2013","\N","98","Drama"
"カルロ・マーシ","Q3659599","tt1260713","not exact match","video","Naked Muscles: The New Breed","Naked Muscles: The New Breed",1,"2007","\N","135","Adult"
"デイヴィッド・F・フリードマン","Q711694","tt0243408","not exact match","movie","Mau Mau Sex Sex","Mau Mau Sex Sex",0,"2001","\N","80","Documentary"
"唐人お吉 (川村花菱)","Q11418505","tt0872166","not exact match","movie","Tôjin Okichi","Tôjin Okichi",0,"1935","\N","\N","\N"
"踊り子行状記","Q7728830","tt9646136","not exact match","movie","The Dancer and the Two Warriors","Odoriko gyôjôki",0,"1955","\N","89","Drama"
"マンデート・ピクチャーズ","Q5368270","tt1235546","not exact match","movie","Violent Talent","Violent Talent",0,"\N","\N","\N","Crime,Drama"
"ムービートーン・ニュース","Q116293563","tt0271171","not exact match","short","Shaw Talks for Movietone News","Shaw Talks for Movietone News",0,"1928","\N","5","Short"
"鉄ドン","Q24869404","tt3763830","not exact match","movie","Fool Japan: The ABCs of Tetsudon","Fool Japan: The ABCs of Tetsudon",0,"2014","\N","95","Action,Comedy,Sci-Fi"
"めめしいアヒルの子","Q11279770","tt0260654","not exact match","tvMovie","The Sissy Duckling","The Sissy Duckling",0,"1999","\N","53","Animation,Family"
"KAMACHOP カマチョップ","Q11227464","tt1173724","not exact match","movie","Story of Two Ghosts Who Exist","Kamachoppu",0,"2008","\N","84","Fantasy"
"君にラヴソングを","Q11416171","tt1645095","not exact match","movie","Kimi ni love song wo","Kimi ni love song wo",0,"2010","\N","65","Drama"
"プラナ・スタジオ","Q3401312","tt10927060","not exact match","tvEpisode","The Best Christmas Gift","The Best Christmas Gift",0,"2019","\N","58","Animation,Comedy,Family"
"キバリーヒルズ・コップ","Q11296914","tt0092731","not exact match","tvMovie","Case Closed","Case Closed",0,"1988","\N","93","Action,Crime,Drama"
"CMタイム","Q17231539","tt2466120","not exact match","movie","CM Time","CM taimu",0,"2012","\N","96","Comedy"
"ミルキィシャワー 快楽授業","Q11342900","tt0813362","not exact match","tvEpisode","Cours particuliers","Cours particuliers",0,"2004","\N","90","Drama,Romance"
"ホノルル・東京・香港","Q120335147","tt0202910","not exact match","movie","Honolulu, Tokyo, Hong Kong","Xiang Gang Dong Jing Xia Wei Yi",0,"1963","\N","102","Comedy"
"チャッティースガリー語映画","Q17050593","tt0277162","not exact match","movie","Mor Chhainha Bhuinya","Mor Chhainha Bhuinya",0,"2000","\N","\N","Drama,Family"
"南インド国際映画賞 テルグ語映画部門主演男優賞","Q27958270","tt0001781","not exact match","short","Mike's Hero","Mike's Hero",0,"1911","\N","\N","Comedy,Short"
"シーラ・ケネディ","Q7493082","tt1075755","not exact match","tvEpisode","The Perfect Match","The Perfect Match",0,"2007","\N","19","Reality-TV"
"ローズ・トローシュ","Q270620","tt0873266","not exact match","tvEpisode","Episode #1.3","Episode #1.3",0,"1959","\N","\N","Music"
"ラストタンゴ・イン・アカプルコ","Q11346992","tt0206874","not exact match","movie","The Last Tango in Acapulco","The Last Tango in Acapulco",1,"1973","\N","120","Adult"
"シェルドン・ターナー","Q3430903","tt1629441","not exact match","movie","By Virtue Fall","By Virtue Fall",0,"\N","\N","\N","Drama,Thriller"
"マリアの息子","Q14755992","tt0254679","not exact match","movie","Son of Mary","Pesar-e Mariam",0,"1998","\N","\N","\N"
"南インド国際映画賞 テルグ語映画部門監督賞","Q104859807","tt0001781","not exact match","short","Mike's Hero","Mike's Hero",0,"1911","\N","\N","Comedy,Short"
"LOCO DD 日本全国どこでもアイドル","Q36768722","tt8289104","not exact match","movie","Loco DD: Nihon zenkoku dokodemo aidoru","Loco DD: Nihon zenkoku dokodemo aidoru",0,"2017","\N","113","Drama"
"ダルサ オリジン","Q1994638","tt1024966","not exact match","short","Postcards from the Future","Postcards from the Future",0,"2007","\N","38","Sci-Fi,Short"
"ガストン・メリエス","Q1337597","tt5738510","not exact match","movie","Gaston Méliès and his Wandering Star Film Company","Gaston Méliès and his Wandering Star Film Company",0,"2015","\N","60","Documentary"
"レイ・バージャー","Q7281909","tt0008992","not exact match","movie","Danger Within","Danger Within",0,"1918","\N","50","Drama"
"南インド国際映画賞 テルグ語映画部門主演女優賞","Q27959453","tt0001781","not exact match","short","Mike's Hero","Mike's Hero",0,"1911","\N","\N","Comedy,Short"
"南インド国際映画賞 テルグ語映画部門作品賞","Q104858656","tt0001781","not exact match","short","Mike's Hero","Mike's Hero",0,"1911","\N","\N","Comedy,Short"
"南インド国際映画賞 テルグ語映画部門音楽監督賞","Q104861050","tt0001781","not exact match","short","Mike's Hero","Mike's Hero",0,"1911","\N","\N","Comedy,Short"
"Jacek Braciak","Q11715219","tt1175750","not exact match","tvEpisode","Zemsta","Zemsta",0,"1998","\N","\N","Comedy"
"Mateusz Kościukiewicz","Q6786690","tt3457372","not exact match","movie","Elixir","Elixir",0,"2015","\N","116","Drama"
"Christopher Lee","Q180338","tt1957799","not exact match","tvSeries","Theatre Macabre","Theatre Macabre",0,"1971","1972","25","Drama,Fantasy,Horror"
"Olaf Lubaszenko","Q1937615","tt5538280","not exact match","tvEpisode","Episode #1.3","Episode #1.3",0,"2016","\N","55","Biography,Drama,History"
"Jadwiga Barańska","Q455564","tt0076454","not exact match","movie","Nido de viudas","Nido de viudas",0,"1977","\N","90","Drama"
"Roger Moore","Q134333","tt0223426","not exact match","tvMovie","Happy Anniversary 007: 25 Years of James Bond","Happy Anniversary 007: 25 Years of James Bond",0,"1987","\N","49","Documentary"
"Sasha Grey","Q2709","tt6189052","not exact match","tvMovie","X-Rated 2: The Greatest Adult Stars of All Time!","X-Rated 2: The Greatest Adult Stars of All Time!",1,"2016","\N","87","Adult,Documentary"
"Tom i Jerry","Q131144","tt0274294",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maïwenn","Q201985","tt7019186",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orson Welles","Q24829","tt0660834","not exact match","tvEpisode","The Phantom Farmhouse/Silent Snow, Secret Snow","The Phantom Farmhouse/Silent Snow, Secret Snow",0,"1971","\N","\N","Drama,Fantasy,Horror"
"Tatum O’Neal","Q230138","tt1977508","not exact match","tvSeries","Ryan & Tatum: The O'Neals","Ryan & Tatum: The O'Neals",0,"2011","\N","\N","Reality-TV"
"Misha Cross","Q18808555","tt6465172","not exact match","video","Star Wars - Underworld - A XXX Parody","Star Wars - Underworld - A XXX Parody",1,"2016","\N","163","Adult,Adventure,Sci-Fi"
"Ralph Macchio","Q73346","tt9901232","not exact match","video","Journey Home: The Animals of Farthing Wood","Journey Home: The Animals of Farthing Wood",0,"1996","\N","78","Adventure,Animation,Drama"
"Steve Holmes","Q77571","tt0414391","not exact match","video","Private Black Label 21: Lust Tango in Paris","Private Black Label 21: Lust Tango in Paris",1,"2001","\N","145","Adult"
"Lechosław Marszałek","Q11753587","tt1237810","not exact match","short","Pani Twardowska","Pani Twardowska",0,"1955","\N","13","Animation,Short"
"Melissa Benoist","Q46677","tt8504982","not exact match","short","The Stew","The Stew",0,"2019","\N","10","Comedy,Short"
"Louis Gossett Jr.","Q329719","tt0165369","not exact match","tvMovie","Love Songs","Love Songs",0,"1999","\N","101","Romance"
"Kot Feliks","Q692603","tt179618",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ang Lee","Q160726","tt3542810","not exact match","movie","Thrilla in Manila","Thrilla in Manila",0,"\N","\N","\N","Biography,Drama,History"
"Bree Olson","Q235053","tt3324624","not exact match","movie","By Any Means Necessary","By Any Means Necessary",0,"2015","\N","80","Documentary,Drama,Fantasy"
"Mike Adriano","Q16149982","tt0842635","not exact match","video","Slut Diaries","Slut Diaries",1,"2005","\N","\N","Adult"
"Sex (książka)","Q80827","tt0885519","not exact match","video","Sex","Sex",0,"1992","\N","60","Documentary"
"Jake Johnson","Q171525","tt1185291","not exact match","tvEpisode","Sweet Tits","Sweet Tits",0,"2007","\N","3","Comedy,Short"
"Sailor Moon Sailor Stars","Q60963627","tt0115343",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rebeca Linares","Q233096","tt1566002","not exact match","movie","Vente a Las Vegas, nena: Un retrato de Rebeca Linares","Vente a Las Vegas, nena: Un retrato de Rebeca Linares",0,"2009","\N","46","Documentary"
"Chińska pułapka na palce","Q1384990","tt0888154","not exact match","tvEpisode","Unfortunate Cookie/The Muffin King","Unfortunate Cookie/The Muffin King",0,"1997","\N","23","Adventure,Animation,Comedy"
"George MacKay","Q970066","tt0498319","not exact match","tvMiniSeries","Johnny and the Bomb","Johnny and the Bomb",0,"2006","2006","120","Adventure,Comedy,Drama"
"Derek Jarman","Q282787","tt0401375","not exact match","movie","Derek Jarman: Life as Art","Derek Jarman: Life as Art",0,"2004","\N","57","Biography,Documentary"
"Juan Lucho","Q30231556","tt6465172","not exact match","video","Star Wars - Underworld - A XXX Parody","Star Wars - Underworld - A XXX Parody",1,"2016","\N","163","Adult,Adventure,Sci-Fi"
"Tim Kruger","Q24955325","tt0976091","not exact match","video","Monster Bang 11: Bang That Ass","Monster Bang 11: Bang That Ass",1,"2006","\N","\N","Adult"
"Roberto Malone","Q1291882","tt0274061","not exact match","movie","Roman Orgies: Italian Perversions","Viaggio nel tempo",1,"1991","\N","\N","Adult"
"Sridevi","Q270691","tt0186805","not exact match","movie","Agni Pareeksha","Agni Pareeksha",0,"1970","\N","\N","\N"
"Kianna Dior","Q10314285","tt3975854",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aurora Snow","Q36441","tt0298069","not exact match","video","More Dirty Debutantes 152","More Dirty Debutantes 152",1,"2000","\N","145","Adult"
"Digital Playground","Q1224808","tt0431154","not exact match","video","Island Fever 3","Island Fever 3",1,"2004","\N","87","Adult"
"Hugh Keays-Byrne","Q2065707","tt0530792","not exact match","tvEpisode","A High-Pitched Buzz","A High-Pitched Buzz",0,"1967","\N","\N","Romance"
"Devon (aktorka)","Q237375","tt0350945","not exact match","movie","Fluffy Cumsalot, Porn Star","Fluffy Cumsalot, Porn Star",0,"2003","\N","57","Documentary"
"Horst Baron","Q88789","tt0507432","not exact match","tvEpisode","Falsche Signale","Falsche Signale",0,"2003","\N","45","Action,Adventure,Crime"
"Nick Moreno","Q24956031","tt6465172","not exact match","video","Star Wars - Underworld - A XXX Parody","Star Wars - Underworld - A XXX Parody",1,"2016","\N","163","Adult,Adventure,Sci-Fi"
"Tyra Misoux","Q69955","tt1331116","not exact match","movie","Porno Unplugged","Porno Unplugged",1,"2008","\N","105","Adult,Documentary"
"Elizabeth Berridge","Q436905","tt0208017","not exact match","movie","Broke Even","Broke Even",0,"2000","\N","94","Crime,Drama,Romance"
"Taylor Gray","Q7689980","tt2342402",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armond Rizzo","Q23642309","tt3163218","not exact match","video","Magnetism","Magnetism",1,"2013","\N","122","Adult"
"Sydnee Steele","Q433311","tt0350945","not exact match","movie","Fluffy Cumsalot, Porn Star","Fluffy Cumsalot, Porn Star",0,"2003","\N","57","Documentary"
"Istifan Rusti","Q3361986","tt0258759","not exact match","movie","Laila","Laila",0,"1927","\N","90","Drama,Romance"
"70. ceremonia wręczenia Złotych Globów","Q490861","tt2604420","not exact match","tvSpecial","70th Golden Globe Awards","70th Golden Globe Awards",0,"2013","\N","\N","News"
"Jamie Gillis","Q725962","tt0087475","not exact match","movie","Insatiable II","Insatiable II",1,"1984","\N","76","Adult,Drama"
"28. ceremonia wręczenia Oscarów","Q279914","tt0339980","not exact match","tvSpecial","The 28th Annual Academy Awards","28th Annual Academy of Motion Picture Arts and Sciences Awards",0,"1956","\N","\N","Family"
"26. ceremonia wręczenia Oscarów","Q516479","tt0338681","not exact match","tvSpecial","The 26th Annual Academy Awards","The 26th Annual Academy Awards",0,"1954","\N","\N","News"
"Paul Thomas (reżyser)","Q728677","tt122972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tadeusz Malinowski (archeolog)","Q18942235","tt2155870","not exact match","movie","Eksmisja","Eksmisja",0,"2012","\N","80","Documentary,Drama,History"
"Gabriele Muccino","Q558822","tt0610831","not exact match","tvEpisode","Mutterliebe","Mutterliebe",0,"2004","\N","\N","Comedy,Drama,Romance"
"Na cz@tach","Q11788470","tt1555385","not exact match","short","C@ught in the Net","Na cz@tach",0,"2006","\N","\N","Drama,Short"
"25. ceremonia wręczenia Oscarów","Q614408","tt0337799","not exact match","tvSpecial","The 25th Annual Academy Awards","The Academy of Motion Picture Arts & Sciences 25th Annual Academy Awards",0,"1953","\N","\N","News"
"Ołesia Morhuneć-Isajenko","Q116028829","tt6898073",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moja dziewczynka","Q19886629","tt0800322","not exact match","movie","Cravings","Daddy's Girl",0,"2006","\N","90","Horror,Thriller"
"Stukpuk","Q97168684","tt7870442","not exact match","short","Knocknock","Knocknock",0,"2018","\N","8","Comedy,Drama,Short"
"Gwiazdka z księciem: Królewskie dziecko","Q118215308","tt14850192","not exact match","tvMovie","Christmas with a Prince: The Royal Baby","Christmas with a Prince: The Royal Baby",0,"2021","\N","90","Romance"
"Michel Ricaud","Q3310689","tt0145716","not exact match","video","Private Film 9: Club Private in Seychelles","Private Film 9: Club Private in Seychelles",1,"1994","\N","\N","Adult"
"Pannonia Film Studio","Q264249","tt1437800","not exact match","short","A sótartó felé","A sótartó felé",0,"1979","\N","6","Animation,Short"
"Roberto Blandón","Q5246323","tt10850486","not exact match","movie","José el Soñador","José el Soñador",0,"1983","\N","\N","Musical"
"Gulshan Grover","Q3489680","tt0492913","not exact match","movie","Sweet Amerika","Sweet Amerika",0,"2008","\N","101","Drama"
"Nagroda Zee Cine za najlepszą rolę negatywną","Q2603374","tt2241739","not exact match","tvSpecial","Zee Cine Awards 2012","Zee Cine Awards 2012",0,"2012","\N","\N","\N"
"Фильмография Джеки Чана","Q948564","tt1528855",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Фильмография Марго Робби","Q89350371","tt5730698","not exact match","short","Australian Psycho","Australian Psycho",0,"2016","\N","3","Short"
"Джей и Молчаливый Боб","Q369860","tt4168660","not exact match","videoGame","Randal's Monday","Randal's Monday",0,"2015","\N","\N","Adventure,Comedy,Crime"
"Чудовище Франкенштейна","Q2021531","tt0717031","not exact match","tvEpisode","Frankenstein","Frankenstein",0,"1952","\N","30","Drama,Horror,Mystery"
"Джон Сильвер","Q1428628","tt0423756","not exact match","tvMiniSeries","Treasure Island","Treasure Island",0,"1951","1951","30","Adventure,Drama,Family"
"Рэмбо (франшиза)","Q1621266","tt6912162",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Хайнц Фуфелшмертц","Q2996360","tt852863",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Кинофантастика","Q2973181","tt8344332","not exact match","tvMiniSeries","James Cameron's Story of Science Fiction","Story of Science Fiction",0,"2018","2018","60","Documentary,Sci-Fi"
"Аврора (Дисней)","Q519034","tt1175494","not exact match","tvMovie","DTV Valentine","DTV Valentine",0,"1986","\N","60","Animation"
"Королева крика","Q1381535","tt0310549","not exact match","tvEpisode","Scream Queens","Scream Queens",0,"1996","\N","24","Documentary,Horror"
"Филип Марлоу","Q623732","tt3465830","not exact match","tvMiniSeries","The Long Goodbye","The Long Goodbye",0,"2014","\N","58","Crime,Drama,Mystery"
"Мурзилка (персонаж)","Q97662296","tt0235318","not exact match","short","The Creators of 'Foxy Grandpa'","The Creators of 'Foxy Grandpa'",0,"1902","\N","\N","Comedy,Short"
"Селина Кайл (трилогия «Тёмный рыцарь»)","Q121314371","tt3976222","not exact match","videoGame","The Dark Knight Rises","The Dark Knight Rises",0,"2012","\N","\N","Action,Adventure,Crime"
"Флора, Фауна и Меривеза","Q4491097","tt0381471","not exact match","video","Once Upon a Dream: The Making of Walt Disney's 'Sleeping Beauty'","Once Upon a Dream: The Making of Walt Disney's 'Sleeping Beauty'",0,"1997","\N","16","Documentary,Short"
"Фильм категории Z","Q1117103","tt2648138","not exact match","movie","The Melonheads","The Melonheads",0,"2011","\N","53","Horror"
"Yo Ho (A Pirate’s Life for Me)","Q1984654","tt0366370","not exact match","video","Mickey's Fun Songs: Beach Party at Walt Disney World","Mickey's Fun Songs: Beach Party at Walt Disney World",0,"1995","\N","30","Adventure,Comedy,Family"
"Мультипликация нацистской Германии","Q4306997","tt0228643","not exact match","short","Nimbus libéré","Nimbus libéré",0,"1944","\N","3","Animation,Comedy,Short"
"Здесь тоже водятся тигры","Q127262","tt1642222","not exact match","short","Here There Be Tigers","Here There Be Tigers",0,"2010","\N","8","Comedy,Horror,Short"
"Nagai Yume","Q6958357","tt0390290","not exact match","tvMovie","Long Dream","Nagai yume",0,"2000","\N","58","Drama,Fantasy,Horror"
"Экранизации произведений Курта Воннегута","Q4530498","tt0469046","not exact match","tvMovie","Cat's Cradle","Cat's Cradle",0,"\N","\N","\N","Adventure,Comedy,Drama"
"Реаниматор (франшиза)","Q21527982","tt3556410","not exact match","movie","Herbert West: Reanimator","Herbert West: Reanimator",0,"\N","\N","\N","Horror,Sci-Fi"
"Всемогущий текст-процессор","Q4127421","tt0717005","not exact match","tvEpisode","The Word Processor of the Gods","The Word Processor of the Gods",0,"1984","\N","20","Comedy,Drama,Fantasy"
"Кинематограф Объединённых Арабских Эмиратов","Q4121010","tt1209313","not exact match","movie","The Circle","The Circle",0,"2009","\N","82","Crime,Drama,Romance"
"Усадьба Жирафов","Q5564105","tt0079438","not exact match","tvMovie","The Last Giraffe","The Last Giraffe",0,"1979","\N","120","Drama"
"Иванова, Мария Константиновна","Q48964500","tt3672610","not exact match","short","The Last One","Sonuncu",0,"2014","\N","15","Drama,Short"
"Крысы (пьеса)","Q1215655","tt0186481","not exact match","tvMovie","Die Ratten","Die Ratten",0,"1977","\N","\N","Drama"
"Кинематограф Ливана","Q2973197","tt0250250","not exact match","movie","In the Ruins of Baalbek","Bayn Hayakel Baalbek",0,"1936","\N","\N","\N"
"Кинематограф Малайзии","Q843867","tt0024242","not exact match","movie","Laila majnun","Laila majnun",0,"1933","\N","90","Drama,Romance"
"Lifestyles of the Rich and Animated","Q65157463","tt0933071","match","tvMovie","Lifestyles of the Rich and Animated","Lifestyles of the Rich and Animated",0,"1991","\N","90","Animation,Family"
"Suheib Saleh","Q122773011","tt10587051",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanningen (TV-serie)","Q116236175","tt19818812","not exact match","tvSeries","Fallen","Sanningen",0,"\N","\N","\N","Crime,Drama"
"Beck – Den tunna isen","Q49103774","tt7696124","not exact match","tvEpisode","Den tunna isen","Den tunna isen",0,"2018","\N","97","Crime,Mystery,Thriller"
"Fiktiv dokumentärfilm","Q8812380","tt0367090","not exact match","tvMovie","Stargate: The Lowdown","Stargate: The Lowdown",0,"2003","\N","\N","Documentary"
"Beck – Döden i Samarra","Q105739546","tt13585338","not exact match","tvEpisode","Döden i Samarra","Döden i Samarra",0,"2021","\N","90","Crime,Mystery,Thriller"
"Encounters: Jakten på nya ufo-bevis","Q122578946","tt28692332","not exact match","tvMiniSeries","Encounters","Encounters",0,"2023","2023","194","Documentary,History"
"Bröllop i kikar'n","Q97385633","tt12700910","match","tvMovie","Bröllop i kikar'n","Bröllop i kikar'n",0,"2015","\N","104","Comedy,Drama"
"Brännvin i kikar'n","Q31888333","tt7661082","match","tvMovie","Brännvin i kikar'n","Brännvin i kikar'n",0,"2014","\N","115","Comedy,Drama"
"Marcus Vögeli","Q122790668","tt4238825",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jonatan Bökman","Q106394036","tt4241490","not exact match","short","Den Fjärde Dimensionen","Den Fjärde Dimensionen",0,"2013","\N","15","Drama,Short"
"Älskade Samir","Q118288339","tt21929228","match","tvSeries","Älskade Samir","Älskade Samir",0,"2023","\N","\N","Comedy,Drama"
"Kjell Andersson (dokumentärfilmare)","Q5555193","tt0152167","not exact match","movie","Refränger från källaren","Refränger från källaren",0,"2000","\N","54","Documentary"
"Melisa Ferhatovic","Q122771236","tt11649912","not exact match","tvEpisode","Episode #1.17","Episode #1.17",0,"2019","\N","\N","Romance"
"Film, TV och radio i Umeå","Q112579112","tt0249528","not exact match","tvMovie","G - som i gemutredningen","G - som i gemutredningen",0,"1984","\N","30","\N"
"Hype (musikal)","Q65234652","tt10369184","not exact match","video","Hype","Hype",0,"1995","\N","82","Drama,Musical"
"If All Goes Wrong","Q4993482","tt1236247","not exact match","video","Smashing Pumpkins: If All Goes Wrong","Smashing Pumpkins: If All Goes Wrong",0,"2008","\N","271","Documentary,Music"
"Pokémon – Den ultimata resan: Serien","Q112132248","tt23640964","not exact match","tvSeries","Pokémon Ultimate Journeys","Pokémon Ultimate Journeys",0,"2021","\N","\N","Animation"
"Raf. Ramstedt sjunger en sjömansvisa","Q45093996","tt1842445","not exact match","short","A Sailor's Song","Raf. Ramstedt laulaa merimieslaulun",0,"1929","\N","\N","Documentary,Music,Short"
"På resa med Homo Sapiens","Q95395926","tt12381972","not exact match","tvMiniSeries","On the road with Homo Sapiens","On the road with Homo Sapiens",0,"2008","2008","30","Documentary"
"The Big Nailed It Baking Challenge","Q121076110","tt27790130","match","tvSeries","The Big Nailed It Baking Challenge","The Big Nailed It Baking Challenge",0,"2023","\N","35","Game-Show,Reality-TV"
"En själslig angelägenhet","Q60823139","tt4287014","not exact match","tvMovie","A Spiritual Matter","Une histoire d'âme",0,"2015","\N","82","Drama"
"En lördag...","Q18289164","tt0458026","not exact match","short","Mujeres del maiz","Mujeres del maiz",0,"2001","\N","26","Documentary,Short"
"坚如磐石","Q97178048","tt11448070","not exact match","movie","Under the Light","Jian ru pan shi",0,"2023","\N","127","Crime,Drama,Thriller"
"志愿军：雄兵出击","Q121725484","tt22185176","not exact match","movie","The Volunteers: To the War","The Volunteers: To the War",0,"2023","\N","\N","\N"
"速命道","Q116249820","tt27033991","not exact match","movie","Red Line","Su ming dao",0,"2023","\N","99","Action,Drama,Thriller"
"邁可·坎邦","Q203545","tt3734688","not exact match","movie","Cordelia","Cordelia",0,"2019","\N","91","Drama,Horror,Thriller"
"劉冠廷","Q47664973","tt6684036","not exact match","short","Specimen Memories","Specimen Memories",0,"2018","\N","15","Drama,Fantasy,Short"
"基利安·墨菲","Q202589","tt0893399","not exact match","movie","Dali & I: The Surreal Story","Dali & I: The Surreal Story",0,"\N","\N","\N","Drama"
"新次元！蠟筆小新THE MOVIE 超能力大決戰 ～飛吧！手卷壽司～","Q115657429","tt26862791","not exact match","movie","Shin Jigen! Crayon Shin-chan the Movie","Shin Jigen! Crayon Shin-chan the Movie Chonoryoku Dai Kessen: Tobetobe Temakizushi",0,"2023","\N","93","Action,Adventure,Animation"
"別叫我“賭神”","Q64822090","tt27766543",NA,NA,NA,NA,NA,NA,NA,NA,NA
"伊恩·麦凯伦","Q170510","tt0611354","not exact match","tvEpisode","Episode #9.5","Episode #9.5",0,"2002","\N","\N","Talk-Show"
"女子監獄 (2023年電影)","Q122313325","tt28814576","not exact match","movie","Nu zi jian yu","Nu zi jian yu",0,"2023","\N","88","Action,Drama"
"張毓軒","Q122641790","tt21244414","not exact match","short","The Moonlight is Shining Tonight","The Moonlight is Shining Tonight",0,"2022","\N","30","Drama,Short"
"瑞恩·高斯林","Q193815","tt0464062","not exact match","tvMovie","I'm Still Here: Real Diaries of Young People Who Lived During the Holocaust","I'm Still Here: Real Diaries of Young People Who Lived During the Holocaust",0,"2005","\N","48","Documentary,History"
"凯特·布兰切特","Q80966","tt0831586","not exact match","tvEpisode","Natural Selection","Natural Selection",0,"1994","\N","\N","Drama"
"鬥魚 (電影)","Q48936177","tt11205260","not exact match","movie","The Outsiders","The Outsiders",0,"2018","\N","119","Drama,Romance"
"薩諾斯","Q2276627","tt6636812","not exact match","videoGame","Guardians of the Galaxy: The Telltale Series","Guardians of the Galaxy: The Telltale Series",0,"2017","\N","\N","Action,Adventure,Comedy"
"布莱斯·达拉斯·霍华德","Q229775","tt4442390","not exact match","short","Solemates","Solemates",0,"2015","\N","2","Drama,Short"
"金柱憲","Q27952527","tt6384176","not exact match","short","88'Seoul","88'Seoul",0,"\N","\N","18","Action,Drama,Short"
"可不可以，你也剛好喜歡我","Q97348425","tt12747236","not exact match","movie","Do You Love Me As I Love You","Do You Love Me As I Love You",0,"2020","\N","109","Drama,Romance"
"大衛·田納特","Q214601","tt1059847","not exact match","tvMovie","The Brown Man","The Brown Man",0,"1993","\N","30","Comedy"
"英格丽·褒曼","Q43247","tt0268597","not exact match","tvEpisode","AFI Life Achievement Award: A Tribute to Alfred Hitchcock","A Tribute to Alfred Hitchcock",0,"1979","\N","100","\N"
"黃綺琳","Q11176743","tt1971525","not exact match","short","Snoring Devil","Snoring Devil",0,"2011","\N","7","Comedy,Drama,Romance"
"電影 假面騎士GEATS 四人的ACE與黑狐","Q120984672","tt28109737","not exact match","short","Kamen Rider Geats: 4 Aces and the Black Fox","Kamen Rider Geats: 4 Aces and the Black Fox",0,"2023","\N","\N","Action,Fantasy,Short"
"鬼太郎之妻","Q707871","tt1424036","not exact match","tvSeries","My Husband is a Cartoonist","Gegege no nyôbô",0,"2010","2010","\N","Biography,Drama,Romance"
"我在时间尽头等你","Q105080537","tt11285152","not exact match","movie","Love You Forever","Wo zai shi jian jin tou deng ni",0,"2019","\N","115","Drama,Fantasy,Romance"
"749局","Q109345157","tt10210064","not exact match","movie","749 Ju","749 Ju",0,"\N","\N","\N","Drama,Horror"
"希羅·范恩斯·提芬","Q1335213","tt16493630","not exact match","movie","Come As You Are","Come As You Are",0,"\N","\N","\N","Thriller"
"色情作品","Q291","tt0498445","not exact match","tvMiniSeries","Pornography: A Secret History of Civilisation","Pornography: A Secret History of Civilisation",0,"1999","1999","360","Documentary,History"
"比利·鮑伯·松頓","Q202735","tt0611331","not exact match","tvEpisode","Billy Bob Thornton","Billy Bob Thornton",0,"2002","\N","\N","Talk-Show"
"狎鷗亭 (2022年電影)","Q114836415","tt23157348","not exact match","movie","Men of Plastic","Men of Plastic",0,"2022","\N","112","Comedy,Crime,Drama"
"馬克·漢米爾","Q210447","tt0823193","not exact match","videoGame","Yakuza","Ryû ga gotoku",0,"2005","\N","\N","Action,Crime,Drama"
"橘子紅了 (電視劇)","Q30943885","tt11123204",NA,NA,NA,NA,NA,NA,NA,NA,NA
"流金歲月 (電影)","Q16690461","tt0095533","not exact match","movie","Last Romance","Liu jin sui yue",0,"1988","\N","105","Drama,Romance"
"二奶村之殺夫","Q121141497","tt0112976","not exact match","movie","The Woman Behind","Er nai cun: Sha fu",0,"1995","\N","91","Drama,Romance,Thriller"
