"wikibase_item","PersonID","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"Q17100758","nm0458860","Larry Klein","\N","\N","music_department,soundtrack,actor","tt0125022,tt0102034,tt0081398,tt0369735"
"Q21857909","nm5144137","Joe Sapienza","\N","\N","producer,camera_department,director","tt9563210,tt4076896,tt3631598,tt3758864"
"Q4894616","nm1744468","Pol Fourmois","\N","\N","camera_department,miscellaneous","tt2718440,tt0364517,tt0339357,tt1837703"
"Q4699070","nm3785086","Chris Dawes","\N","\N",NA,"tt2123883,tt0320802,tt2121717,tt0307750"
"Q6812048","nm0673027","Luis Peredo","\N","\N","director,writer,cinematographer","tt0011408,tt0009575,tt0389836,tt0391865"
"Q18705147","nm0269262","Louis Faust","1915","1997","actor","tt0041578,tt0039534,tt0040696,tt0041453"
"Q63339585","nm0441945","Phil Katzman","\N","\N","actor,producer,cinematographer","tt27447433,tt0102330,tt0444990,tt0119719"
"Q10307521","nm0050140","Cruz María Baleztena","1932","\N","set_decorator,costume_designer,art_department","tt0067035,tt0066891,tt0067396,tt0066144"
"Q79267739","nm6229569","Placement Music","\N","\N","music_department","tt0844441,tt3145220,tt1319734,tt1426337"
"Q25768291","nm1587069","Gina Segall","\N","\N","miscellaneous","tt0298130"
"Q81879235","nm0188372","Patti Crocker","\N","\N","actress","tt0068114,tt0196279,tt0129685,tt0144731"
"Q4250308","nm3900940","Yarden Karmin","\N","\N","director,writer,editor","tt3359958,tt0055691,tt2123224,tt1646966"
"Q25212135","nm5647021","Ani Laurie","\N","\N","writer,director,producer","tt3095650,tt4321796,tt4383798,tt4553690"
"Q2887405","nm0133570","Yanira Canals","\N","\N","actress","tt0217287"
"Q7027168","nm0308176","Nicholas Garrett","\N","\N","actor","tt0108787,tt0113755,tt8664132,tt0364227"
"Q16297366","nm5344086","Alan Cross","\N","\N",NA,"\N"
"Q56275821","nm6815310","Jennifer Cramblett","\N","\N",NA,"tt2926042"
"Q6112006","nm0007085","Lynn-Maree Danzey","1962","\N","script_department,director,miscellaneous","tt0157632,tt0166485,tt0110005,tt0107822"
"Q121315925","nm3325249","Rika Ohara","\N","\N","producer,writer,director","tt1712158,tt1664896,tt1382250,tt27536193"
"Q6783497","nm0472017","Mitchell D. Krol","1966","\N","composer","tt0112942"
"Q19864652","nm3119130","Kweku Mandela","\N","\N","producer,director,executive","tt1844203,tt5013984,tt1937387,tt8893152"
"Q5362338","nm0339815","Gemma Gregory","1986","\N","actress","tt0483776,tt0277483,tt0167187,tt0155436"
"Q43980169","nm1402061","Mabel Faletolu","\N","\N","music_department","tt0120737"
"Q16145031","nm1965924","Donzella Berry","\N","\N","actress","tt0468553,tt0297607,tt0413099,tt0309152"
"Q16954872","nm1427719","John McLaughlin","\N","\N","soundtrack,composer","tt0120686,tt0480271,tt0384743,tt0211870"
"Q5362854","nm0809959","Sherry Smith","\N","\N","actress,miscellaneous","tt5639976,tt0092316,tt1732730,tt0461071"
"Q5085925","nm0926804","David Wicht","\N","\N","producer,production_manager,miscellaneous","tt0365546,tt2375692,tt3079768,tt0100940"
"Q65680076","nm2897658","Dharmapriya Dias","\N","\N","actor","tt10958258,tt10810522,tt9724492,tt9364528"
"Q19359539","nm1123383","Paul Speegle","1909","1982",NA,"tt0198196"
"Q20858223","nm5583843","Janelle Rodriguez","\N","\N","miscellaneous,producer,executive","tt1227586,tt2788528,tt2788246,tt17023028"
"Q17510240","nm1308377","Simon Hedges","\N","\N","assistant_director,camera_department,location_management","tt11204094,tt1341167,tt6108178,tt9100054"
"Q109715821","nm0657204","Debbie Palacio","\N","\N","assistant_director,director,producer","tt0108742,tt0266220,tt0439134,tt9319744"
"Q5129339","nm0878135","Jon Turtle","\N","\N","miscellaneous,producer,actor","tt0097981,tt2467046,tt1601913,tt0099817"
"Q16008800","nm0836375","Larry Sturhahn","1928","1997","assistant_director,production_manager,director","tt0066434,tt0056241,tt0063483,tt0061209"
"Q5050007","nm0145275","James Castle","\N","\N","miscellaneous,visual_effects,producer","tt0125366,tt0111910,tt0088571,tt0083399"
"Q5179174","nm1435352","Jesse Fawcett","\N","\N","producer,production_manager","tt0339968,tt8141256,tt9647226,tt0377134"
"Q3942149","nm0028716","John Andrews","\N","\N","music_department","tt0083207"
"Q6532728","nm0116910","Brinton Bryan","1981","\N","assistant_director,miscellaneous,producer","tt0383574,tt0468569,tt0758758,tt0356910"
"Q4677820","nm2400226","John E. Low","\N","\N","composer,music_department","tt2897642,tt5990096,tt6861980,tt1471181"
"Q4391136","nm8366399","Deniz Rakhmanova","\N","\N","art_department,costume_department,miscellaneous","tt1386703,tt2660888,tt1234721,tt1386697"
"Q6521674","nm2906286","Jackie and The Raindrops","\N","\N","soundtrack","tt0054573,tt0060314,tt0086377,tt0187712"
"Q28169321","nm0348469","Dilip Gupta","\N","\N","cinematographer","tt0050665,tt0052411,tt0230141,tt0137459"
"Q2077085","nm0368631","Val Hastings","\N","\N","actress","tt0368486,tt0282523,tt0073958"
"Q4205982","nm0778344","Schütte-Harmsen","\N","\N","actor","tt0271513,tt0442251"
"Q1444494","nm0789722","Frank Shaw","1895","1962","assistant_director,production_manager","tt0017934,tt0042991,tt0031311,tt0027674"
"Q57987051","nm4589242","Gabriel Reynaud","\N","\N","producer,editor","tt2040601,tt2403401,tt2069732"
"Q17090503","nm2004080","Sarah Saviano","\N","\N","actress","tt0475354,tt0115163,tt27331569,tt0106067"
"Q15438348","nm1516998","Dr. Walker","\N","\N","producer,writer,composer","tt13137324,tt19045712,tt19045774,tt19396604"
"Q20649337","nm8345921","Pragyesh Singh","\N","\N","producer,director,writer","tt8988994,tt11575564,tt6402432,tt8144730"
"Q7505027","nm1293917","Anne Myatt","1939","\N","actress","tt0088621,tt0194350,tt0275235,tt0420513"
"Q59395474","nm0534981","Jerry Madison","\N","2018","actor","tt0052455,tt0086589,tt11317954"
"Q47485394","nm3402685","Alice Arnold","\N","\N","producer,director,editor","tt4016234,tt2257172,tt1537974,tt1413229"
"Q5294499","nm0607181","Janet Morrison","1905","1972","actress","tt0164037,tt0171866,tt0292586,tt0040623"
"Q7845003","nm0803091","Jeffrey Sisson","\N","\N","actor,special_effects,make_up_department","tt0340103,tt0361679,tt1589627,tt0301165"
"Q7186953","nm0266265","James Falkland","1936","2007","actor,casting_department","tt0914702,tt1314953,tt0054518,tt0063728"
"Q48999232","nm1953095","Homer Flores","\N","\N","music_department,composer,soundtrack","tt6155146,tt0389833,tt0486820,tt0377857"
"Q107363996","nm0912630","Clay Warnick","1915","1995","music_department,composer,soundtrack","tt0045449,tt0042173,tt0913350,tt2276770"
"Q7713532","nm2618053","Scott W. Lee","1970","\N","production_manager,editor,director","tt1296151,tt0344651,tt3181622"
"Q5141040","nm1115683","Adam Zelkind","\N","\N","composer,music_department,sound_department","tt1433811,tt0965393,tt0339034,tt0337784"
"Q4860355","nm2861241","Francisco Solorzano","\N","\N","actor,director,producer","tt8092476,tt3060396,tt4830054"
"Q16107535","nm1587496","Roland Uribe","\N","\N","actor","tt4007016,tt8411202,tt0477348,tt1064899"
"Q16186219","nm0240147","Mary Rachel Quinn","1963","\N","actress,producer,director","tt3743822,tt10293938,tt0989757,tt10778214"
"Q21459176","nm1402847","Patricia Martinelli","1957","\N","actress,miscellaneous","tt0096647,tt1158772,tt0098882,tt0091419"
"Q56290369","nm0609059","Paul Finder Moss","1909","1954","writer,producer,miscellaneous","tt0267190,tt0499424,tt0025920,tt0046970"
"Q15485259","nm1438536","Eddie Keaton","\N","\N","director,actor,writer","tt0377690"
"Q16058649","nm0099108","Rene Boucicault","1898","1935","actress","tt0006809"
"Q7768626","nm2948899","Shane Kenyon","\N","\N","actor","tt2805096,tt3068932,tt27927275,tt4876036"
"Q7075113","nm4380559","Rodolfo Castera","\N","\N","actor","tt1058596,tt1042979,tt1315328,tt1446611"
"Q69592515","nm0894665","Frank Vernon","1875","1940","writer","tt0262100"
"Q104856601","nm4553256","Rufus Moore","\N","\N","soundtrack,actor","\N"
"Q17082757","nm0623366","Raf Nazario","\N","\N","actor","tt0088571,tt11558688,tt0099316,tt0112104"
"Q96374035","nm2106090","Zack Anderson","\N","\N","writer,actor,camera_department","tt0436295,tt1623288,tt2925374,tt7017502"
"Q64768656","nm8130453","Nyan Kyal Say","\N","\N","writer,director,actor","tt5706358"
"Q116371781","nm4646103","Shedrick K. Yarkpai","\N","\N","actor","tt11897478,tt6366334,tt1992194,tt4529834"
"Q5437888","nm2804945","Fatin '10' Horton","\N","\N","composer,music_department","tt0373732,tt1608383"
"Q117769153","nm1310914","Hal McIntyre's Orchestra","\N","\N","actor,soundtrack","tt0037128,tt0037663,tt0038090,tt0036915"
"Q38458666","nm1563577","Jenny M. Larson","1979","\N","actress","tt4087090,tt4087098,tt0112221,tt0397192"
"Q3169720","nm0082323","Sophie Billard","\N","\N","actress","tt0086130"
"Q58174809","nm4393329","Pedro Marnoto","\N","\N","writer,producer,director","tt4693530,tt3000118,tt5875144,tt27327467"
"Q5676363","nm1182697","Luis Venosa","1956","\N","art_department,music_department,soundtrack","tt0319311,tt0496047,tt1714835,tt1404394"
"Q87759010","nm10141401","Penelope Thomas","\N","\N","actress,producer","tt15083532,tt9036856"
"Q55356889","nm1718266","James Gabriel Stipech","\N","\N","composer","tt0249518,tt1218041,tt2578610"
"Q2248161","nm0020935","Rebecca Allen","\N","\N","costume_department,costume_designer","tt0292410,tt0161158,tt0098909,tt0238796"
"Q3218777","nm2214825","Amal Moghaizel","\N","\N","director,writer,miscellaneous","tt5282596,tt7829286,tt13478740,tt4959470"
"Q4896792","nm3995338","K.T. Wiegman","\N","\N","stunts,actress","tt1284575,tt1478338,tt2503154,tt2708090"
"Q7738831","nm5188303","Slim Barnard","1903","1975","director","tt2300434"
"Q5435257","nm6169990","Fareed C. Majari","\N","\N","producer,writer,cinematographer","tt7251830,tt3419924,tt3419956"
"Q60776442","nm2543434","Laura Barrett","\N","\N","composer,actress,music_department","tt2537876,tt7061286,tt3672908,tt4560926"
"Q11883800","nm8523802","Akipekka Alanko","\N","\N","director,actor,writer","tt14552296,tt4431326"
"Q5583261","nm0165496","Al Clay","\N","\N","music_department,soundtrack,composer","tt8376234,tt6856242,tt1745960,tt2382320"
"Q5530656","nm5210818","Jemini Kantha","\N","\N","actor","tt1441306"
"Q65030008","nm4679174","Rene Zhang","\N","\N","writer,director,editor","tt5056352,tt3441288,tt5801604,tt4454798"
"Q10244996","nm2579657","Siu-Yee Yung","\N","\N","actress","tt21852802,tt3487318,tt26956905,tt21852806"
"Q48698571","nm3207032","Lightnin' Willie and The Poorboys","\N","\N","soundtrack","tt0364343,tt0215135"
"Q97356280","nm2817355","Andrew Fielding","\N","\N","writer,miscellaneous,art_department","tt0486074,tt1309526,tt0486531"
"Q2821322","nm0385265","Jasmina Hilton","1946","\N","actress","tt0066672,tt0062649,tt0063953,tt0066701"
"Q323364","nm0103358","Oscar Bradley","1889","1948","music_department","tt0027191,tt0026338,tt0026835,tt0026671"
"Q71334394","nm2560334","Hans-Karl Galle","1933","2006","producer","tt0967534,tt0967535,tt0969731"
"Q114433163","nm2474830","Annie Elizabeth Ryan","\N","\N","actress,director,producer","tt0757352,tt1338554,tt12215212"
"Q8050112","nm0944906","Yasutarô Yagi","1906","1965","writer,actor,producer","tt0200601,tt0202306,tt0335208,tt0047083"
"Q6390293","nm0779483","Leslie Scott","1921","1969","actor,soundtrack","tt0042094,tt9334620,tt0122119,tt0053182"
"Q16252584","nm5287287","Deepna Kumar","\N","\N","actor,assistant_director","tt2409680"
"Q7096648","nm0287631","William B. Fosser","1928","2006","art_department,set_decorator,art_director","tt0099785,tt0098051,tt0101393,tt0081283"
"Q15429962","nm2641254","Christina Marie","\N","\N","actress,visual_effects,producer","tt1500910,tt5571328,tt1022871,tt2837278"
"Q5563580","nm0879270","Dan Tzelkah","\N","\N","writer","tt0093097"
"Q40431248","nm1478915","Ben Seton","\N","\N","actor,producer,art_department","tt7668028,tt1762358,tt2458668,tt1161457"
"Q104835762","nm7912740","S. Ramesan Nair","1948","2021","music_department,soundtrack","tt0292173,tt0357536,tt0282513,tt14292906"
"Q1632059","nm1753714","Stan Oliver","\N","\N","actor","tt5080098,tt0296501,tt0050618"
"Q16231350","nm6205491","Ian Oshodi","\N","\N","actor","tt3455108"
"Q121792698","nm4089914","Nina Marie Kortekaas","\N","\N","actress","tt1625150,tt0379609,tt3823996"
"Q11983716","nm5467712","Helga Fjordholm","\N","\N","producer,editor","tt1695824,tt26679178,tt3505426,tt3206804"
"Q12013195","nm0962599","Juliette Roos","1865","1957","actress","tt0201201,tt0170019"
"Q52004320","nm2091920","David R. Bourgeois","\N","\N","sound_department,composer,music_department","tt5164114,tt2302639,tt0489137,tt1776946"
"Q6395641","nm1994340","Katherine Puma","\N","\N","actress","tt0496424,tt1905515,tt2004419"
"Q5441237","nm9586314","Jason O. Johnson","\N","\N","miscellaneous,script_department,actor","tt9012876,tt8675140,tt0118300,tt23668756"
"Q102180321","nm0668473","Elizabeth Paynter","1908","1986","actress,soundtrack","tt0031650"
"Q5522786","nm3158059","Shayde Christian","\N","\N","director,writer,producer","tt2082400,tt1230364"
"Q5510621","nm0122876","Stanley Burns","1919","1998","actor","tt0093818,tt0089017,tt0426916"
"Q110263905","nm3027364","Project Grand Slam","\N","\N",NA,"tt0489606"
"Q4979279","nm0557340","Raymond Massey","\N","\N","producer,production_manager,miscellaneous","tt8761374,tt6400316"
"Q117382678","nm11696060","Nolan Washington","1931","1997",NA,"tt10222744"
"Q607755","nm1350537","Mohamed Hadj Smaïn","\N","\N","actor,producer,writer","tt1652178,tt6346970,tt0072782,tt2202894"
"Q109734528","nm0080423","Jiggy Bhore","\N","\N","actress","tt1617661,tt0166424,tt0840196,tt2055490"
"Q19392961","nm6812794","Tredegar Band","\N","\N","music_department","tt3169706"
"Q104834802","nm1035644","Bobby Laurie","1984","\N","producer,writer,miscellaneous","tt5440172,tt3759108,tt0287201,tt7478116"
"Q7144109","nm0279840","E.L. Fisher-Smith","1894","1973","actor,art_department,art_director","tt0024311,tt0025759,tt0025896,tt0151532"
"Q16256400","nm6270423","The Leeds Male Choir","\N","\N",NA,"tt0198197"
"Q16932131","nm3220402","Abdul Malik Al Nasir","\N","\N","producer,miscellaneous","tt5325400,tt4681528,tt4494090"
"Q6825388","nm1203134","Robert Keyghobad","1972","\N","production_manager,producer,miscellaneous","tt0319969,tt4513678,tt1104001,tt6212516"
"Q7769526","nm3260591","Jamon Scott","\N","\N","composer,actor,writer","tt1466498,tt1347125,tt1413543,tt1347195"
"Q6132164","nm1354144","Jim Long","\N","\N","producer,writer,director","tt0361228,tt3612486,tt1472198,tt0365690"
"Q7801194","nm1428812","Cami J. Kidder","\N","\N","director,cinematographer,editor","tt0469042,tt4852266,tt0903649,tt3106642"
"Q5297230","nm1156767","Erika Yeomans","\N","\N","writer,director,producer","tt9538216,tt0814272,tt3490118,tt3270102"
"Q3849333","nm0126141","Christine Byrne","\N","\N","miscellaneous","tt0101844"
"Q19878270","nm5166990","Luke Goodall","\N","\N","miscellaneous,actor,writer","tt7362280,tt8479948,tt10209292,tt13490882"
"Q4503898","nm2457712","Boris Borisov","1872","1939","actor","tt0191323,tt0903877"
"Q19916019","nm0293973","Yan Freydlin","1944","\N","composer","tt3273980,tt4876918,tt0240232,tt0078434"
"Q6421796","nm0002985","Mari Weiss","\N","\N","actress,script_department,sound_department","tt0804503,tt3205802,tt0321777,tt1586680"
"Q64604977","nm8667783","Davíð Már Stefánsson","\N","\N","writer,miscellaneous,actor","tt3561180,tt11102190"
"Q16106967","nm1690679","Jada Stark","\N","\N","actress","tt0290966,tt0279600,tt0160277,tt0115270"
"Q108138146","nm2983057","Jessica Habie","\N","\N","director,writer,cinematographer","tt27226943,tt1219769,tt2714424,tt12071222"
"Q4977224","nm1258382","Geni Sadero","1886","1961","actress","tt0020738,tt0026278"
"Q7351018","nm7719281","Samuel Whitehill","\N","\N","actor,producer,miscellaneous","tt6937636,tt6415154,tt21223234,tt14760234"
"Q7964553","nm7180485","Joshua Chit Tun","\N","\N","producer","tt4520844"
"Q13390048","nm0352639","Abeer Zeibak Haddad","\N","\N","actress,director,producer","tt6137566,tt2112940,tt2915160,tt4565380"
"Q20684766","nm2243437","Steven von Kampen","\N","\N","composer,sound_department,music_department","tt0203945,tt4359224,tt0186368,tt1672184"
"Q47035835","nm0878343","Gretta Tuttle","\N","\N","actress","tt0020436"
"Q6001776","nm3208066","Tani Ikeda","\N","\N","producer,director,camera_department","tt6094984,tt8268476,tt6604426,tt2463118"
"Q63190526","nm0941127","Stephanie Angelini","1957","\N","miscellaneous,art_director,art_department","tt0494218,tt0078025,tt0088176,tt0086847"
"Q70413812","nm9880902","Ato Kwamina Yanney","\N","\N","writer,director","tt8500670,tt0064736,tt0076074"
"Q12667221","nm7060069","Biruta Dokalskaya","1916","1996","actress","tt0173700,tt0263883,tt0075298,tt4533416"
"Q16253978","nm2454462","Brian J. Patterson","\N","\N","actor,director,producer","tt3576780,tt2520128,tt0159876"
"Q47541886","nm1657545","Lori DesRochers","\N","\N","camera_department","tt0415806,tt0418676,tt0403848"
"Q47816057","nm4228570","Maureen Mona Jolly","\N","\N","actress","tt5994186,tt23455748,tt8509342,tt1798614"
"Q6745214","nm0265389","Lynn Fainchtein","\N","\N","music_department,producer,actress","tt2562232,tt0245712,tt1663202,tt6155172"
"Q4985930","nm0852061","Brahm Taylor","1971","\N","music_department,producer,composer","tt0346839,tt0346440,tt4566754,tt0346446"
"Q85808590","nm4304828","Jovany Javier","\N","\N",NA,"tt0319931"
"Q47067497","nm7910193","Olatz Gamboa","\N","\N","actress","tt14580092,tt3952900,tt15541778"
"Q60330649","nm0368199","George Haslam","1914","1962","production_designer,art_director,art_department","tt0049028,tt0048964,tt0045151,tt0047924"
"Q65057424","nm1968177","Dorothy Sensier","1923","2003","music_department,composer,writer","tt0056044,tt3205940,tt8992442,tt8992510"
"Q30646717","nm1047777","Stéphane Bébert","\N","\N","actor,director,writer","tt1592522,tt0295265,tt0077312"
"Q2926629","nm0069575","Béatrice Belthoise","\N","\N","actress","tt0068420,tt0270785,tt0167718,tt0275822"
"Q117706058","nm2435995","Mapuana Makia","1983","\N","actress,director,writer","tt10332588,tt6873926,tt12225230"
"Q5305506","nm1436636","Amanda Monroe","\N","\N","actress","tt3005474,tt0360032,tt0272397"
"Q6521913","nm0589584","Lisa Millett","\N","\N","actress,soundtrack","tt0478942,tt0955308,tt0366777,tt0366010"
"Q43566","nm2215927","Anibal Kerpel","\N","\N","music_department,soundtrack,sound_department","tt0449467,tt0337692,tt1164999,tt0315733"
"Q97358510","nm4056728","Lincoln Fenner","\N","\N","producer,director,writer","tt1725042,tt10971314,tt3814566,tt10965108"
"Q107418142","nm1378746","Raymond Evans","\N","\N","director","tt1183719,tt0367837"
"Q7718713","nm5056539","Byron St John","\N","\N","soundtrack,actor","tt7020770"
"Q109701337","nm4488907","Bruce Gil","\N","\N","composer,editor,sound_department","tt13617268,tt5569230"
"Q18416435","nm1310219","Queenie the Horse","\N","\N","actress","tt0326311,tt0429923,tt0349802,tt0333587"
"Q7441161","nm9608887","George Linkenback","\N","\N","miscellaneous,actor","tt10160804"
"Q16957989","nm5007710","Davin Black","\N","\N","director,production_manager,producer","tt2133239"
"Q1487907","nm0745473","Max Rottmann","\N","\N","writer","tt0056685,tt0288248,tt0059284,tt0056985"
"Q30122053","nm2303327","N. Bird Runningwater","\N","\N","producer,miscellaneous,executive","tt21813994,tt0094416,tt13361930,tt1568331"
"Q6717190","nm1326075","James Brand","1976","\N","composer","tt0347151,tt0829442,tt0450196"
"Q7773381","nm0339890","Mary Ethel Gregory","1925","2005","actress","tt0083909,tt0087277,tt0108941,tt0090925"
"Q7579662","nm0178636","Marissa Copeland","\N","\N","actress,miscellaneous","tt0109093,tt0436524,tt2094840,tt0112440"
"Q6205973","nm5942780","Julien Boulier","1971","\N","composer","tt2165785,tt1764236,tt3989726,tt2231623"
"Q18148746","nm3209405","Todd Looby","\N","\N","producer,editor,director","tt1604210,tt2085756,tt1329387,tt2380194"
"Q1038535","nm0351743","Karl Haacker","1890","1945","art_director,production_designer","tt0032835,tt0027753,tt0034396,tt0141978"
"Q11517140","nm11184795","Mamoru Mochizuki","\N","\N","composer","tt0138787"
"Q26449587","nm4139527","Cole Horibe","\N","\N","actor,miscellaneous","tt7801780,tt3572642,tt1600194,tt3060772"
"Q110398360","nm0434161","Greg Kachel","\N","\N","producer,miscellaneous","tt0119207,tt0825474,tt0306761"
"Q104602848","nm2811393","Mary Dryden","\N","\N","actress","tt0179423"
"Q4718855","nm0279361","Sash Fisher","1903","1993","sound_department","tt0054518,tt0052618,tt0063518,tt0061452"
"Q17154315","nm1076831","Geoffrey Hudson","\N","\N","composer","tt0296898,tt4043358"
"Q7641139","nm4979139","Krish Nightstar","\N","\N","director,editor,producer","tt2332877"
"Q115973562","nm0785578","Mario Serrano","\N","\N","art_department","tt0135718"
"Q232810","nm1278469","Tom Barret","\N","\N","animation_department","tt0340937"
"Q45212227","nm2575180","Sohail Ali Toni","\N","\N","director,producer","tt0975292"
"Q105593316","nm12233807","Nicholas Perry","1992","\N","actor,director,writer","tt18937586,tt15367974,tt15090702,tt20231358"
"Q4712152","nm0060627","Jorge Basurto","\N","\N","writer,actor,producer","tt0269541,tt0312188,tt0299316,tt0305009"
"Q94949","nm10975160","Hani Hatip","\N","\N","actor","tt8431322,tt10937170"
"Q1298412","nm10753409","Mauricio Trabanino","\N","\N","composer,music_department,sound_department","tt10460972,tt14168318,tt14450668,tt6871164"
"Q83163","nm3037162","Kevin White","\N","\N",NA,"\N"
"Q6279458","nm9183511","José Peláez","\N","\N","actor","tt7225168,tt7592928,tt8966406,tt2993938"
"Q994344","nm0180471","Chris Cornwell","\N","\N","art_director,production_designer,art_department","tt0479884,tt0913354,tt0452623,tt0117333"
"Q827433","nm0887259","Nyla Van Ingen","\N","\N","miscellaneous","tt0096764"
"Q21780601","nm5345792","Charles Scalabrino","\N","\N","actor","tt0172009"
"Q1156342","nm2110181","Paco Ortiz","\N","\N","editor,director,camera_department","tt4728500,tt7024490,tt13886644,tt15788366"
"Q456768","nm8201566","Javier Zapata","\N","\N","editor","tt5790564"
"Q103888117","nm4534630","Demarcus Bryant","\N","\N","actor,art_department","tt13233640,tt1961665"
"Q9070245","nm9506380","Rockdrigo González","\N","\N","actor","tt0278835,tt0380026"
"Q9098414","nm5253573","Carlos A. Quirós","1983","\N","director,writer,editor","tt2726518,tt13951368,tt15419032,tt10655674"
"Q2510","nm0910366","Selene Walters","1924","2017","actress","tt0051320,tt0044229,tt0052181,tt0052943"
"Q722842","nm1035143","Branden Hart","\N","\N","camera_department,producer,director","tt14675558,tt13725040,tt13450768,tt0285819"
"Q9019545","nm3568892","Nico Briedenthal","\N","\N","art_director,assistant_director","tt1531034,tt1483510"
"Q5833256","nm0832460","Ezequiel Eskenazi Storey","\N","\N","actor","tt0102034"
"Q16182993","nm0018087","A. Aleqseev","\N","\N","camera_department","tt0049828,tt0265911"
"Q5400440","nm0282942","Salvador Flores","1920","1987","soundtrack,actor,music_department","tt0140715,tt0244534,tt0044560,tt0236518"
"Q2940250","nm0010223","Mario Acosta","\N","\N","producer","tt0280066"
"Q107604626","nm10183912","Pál Herskovits","\N","\N","actor","tt9112770"
"Q2463861","nm0045475","David Bachman","1938","\N","miscellaneous,actor","tt0088610,tt0098844,tt0086816,tt0106079"
"Q17635599","nm1398742","Véronique Nataf","\N","\N","art_department,executive","tt0310312"
"Q287786","nm0057547","La Hiena Barrios","1976","\N","actor","tt1161405,tt0283228,tt0227881,tt1266124"
"Q2721109","nm0051184","Michael Baltazar","\N","\N","visual_effects,cinematographer,writer","tt0499549,tt0120647,tt0360717,tt2467046"
"Q5604348","nm1990376","Princess Elizabeth of Yugoslavia","1936","\N","producer","tt0475037,tt1477189,tt0447591,tt13269706"
"Q730718","nm3240470","Kiel Adrian Scott","\N","\N","director,assistant_director,writer","tt8101768,tt8905948,tt4438960,tt1458661"
"Q106705220","nm7960066","Nacho Tahhan","\N","\N","actor,producer,camera_department","tt10833132,tt27932709,tt10885192,tt8452308"
"Q12597061","nm3683989","Jeong Min Park","1987","\N","actor,director,writer","tt5799928,tt12477480,tt7095852,tt12763920"
"Q176547","nm1596989","Stefanie Drummond","\N","\N","actress,director,writer","tt3986586,tt3502248,tt1895587,tt0377092"
"Q36200095","nm1970772","Chepina Peralta","1930","2021","director,writer","tt3569314,tt0467842"
"Q62567231","nm2533682","Juan Basanta","\N","\N","producer,director,writer","tt2979922,tt4279250,tt7550036,tt6246006"
"Q273394","nm10307747","Romain Barreau","1998","\N","actor,director,writer","tt9399746,tt9397498,tt13144342"
"Q48855777","nm8639168","Jzayla Hughey","\N","\N","actress,talent_agent,assistant_director","tt28153195,tt1267295,tt19267924,tt9441626"
"Q921021","nm1494703","Elia Zaharia","\N","\N","actress","tt7095820,tt1275723,tt0388215,tt7096554"
"Q6060040","nm0649885","Pilar Orive","\N","\N","actress","tt0313026,tt0315802,tt0101534,tt0107799"
"Q53046","nm3314429","Elisabetta Arosio","\N","\N","actress","tt5495006,tt0216393,tt4840082,tt14344454"
"Q710503","nm3827099","Lan Wei","\N","\N","actress","tt1611845,tt7600184,tt0860461"
"Q253143","nm0017195","André Alcasid","\N","\N","actor,assistant_director,casting_department","tt0176741,tt0193866,tt0896527,tt1555814"
"Q288716","nm1530189","Louis Lepke","1897","1944",NA,"\N"
"Q120478259","nm9849367","Felipe Gálvez","\N","\N","editor,editorial_department","tt8435436,tt4097612"
"Q8345652","nm4063440","Never Shout Never","1991","\N","soundtrack,actor","tt21390170,tt1231460,tt0305056"
"Q6775877","nm4601878","Mariela Tedeschi","\N","\N","producer","tt1917876,tt8252320"
"Q21059878","nm10165983","Mijoo","\N","\N","soundtrack","tt7532928,tt5247622,tt12850262,tt10978526"
"Q16181652","nm6955562","Ha Dong","1992","\N","actor","tt6352982,tt6720154,tt5764360,tt3580142"
"Q18378434","nm1102860","Emma Robbins","\N","\N","actress,music_department","tt1794944,tt0272343,tt1625985,tt0393652"
"Q15703547","nm6566581","Sunwoo Cha","\N","\N",NA,"tt3595220"
"Q3180400","nm1075118","Satchi Van Neyenhoff","\N","\N","editorial_department,sound_department","tt0279494,tt0837143,tt4326894,tt0482870"
"Q7727484","nm7346473","Erez Bader","\N","\N","director,editor,producer","tt8570054,tt6125740"
"Q5982084","nm1344115","Luciano Pabón","1983","\N","actor","tt0358328,tt0352047,tt0315704"
"Q12402634","nm0608358","Gerardo Moscoso","1945","2021","actor,miscellaneous","tt0213865,tt0120746,tt0112851,tt0104029"
"Q3973331","nm1498921","Philip Diggle","\N","\N","art_department","tt0385848"
"Q21889866","nm1431315","Anna Rosa Cisquella","\N","\N","producer,writer,actress","tt0364851,tt1508100,tt0364838,tt0352093"
"Q16242568","nm13701250","Taylor Jarvis","\N","\N",NA,"tt8405624"
"Q106926397","nm4383016","Jorge Laraburre","\N","\N","actor","tt1042979,tt1315328,tt0790585"
"Q5696611","nm1854377","Roberto Aita","\N","\N","actor","tt0396300,tt0270169,tt4960066,tt0309135"
"Q107303653","nm5507793","Jean Carlos Cortes","\N","\N","actor,director,writer","tt5597074,tt2679040,tt13069534,tt5612868"
"Q106514722","nm9778953","Olivier Souchard","\N","\N","director,writer,producer","tt8293390"
"Q110965888","nm2731736","Vance Smith","\N","\N","miscellaneous,producer,actor","tt16151910,tt13500532,tt13470422,tt21073392"
"Q110105","nm11127520","Beppo Schmid","1901","1956",NA,"\N"
"Q80306036","nm7916025","Mark Stehle","\N","\N","camera_department,producer","tt3609728"
