"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"Ricardo Preve","classification.ores.articletopic/Culture.Biography.Biography*|965|classification.ores.articletopic/Geography.Regions.Americas.South_America|808|classification.ores.articletopic/Culture.Media.Films|515","Q7322780","tt9868720","A Grayling Never Dies","not exact match",NA,NA
"Der Unheimliche","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q118188930","tt0445797","Der Unheimliche","match",NA,NA
"Amministrazione ucraina per la foto-cinematografia","classification.ores.articletopic/Culture.Media.Media*|868|classification.ores.articletopic/Geography.Regions.Europe.Europe*|765|classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Geography.Regions.Europe.Eastern Europe|909","Q4102048","tt11906140","Spartak","not exact match",NA,NA
"Marci Miller","classification.ores.articletopic/Culture.Media.Films|685|classification.ores.articletopic/Geography.Regions.Americas.North_America|904|classification.ores.articletopic/Culture.Media.Media*|538|classification.ores.articletopic/Culture.Biography.Biography*|994","Q27643201","tt1349640","The Perfect Gift","not exact match",NA,NA
"Bożena Fedorczyk","classification.ores.articletopic/Culture.Biography.Biography*|994|classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Culture.Media.Films|793|classification.ores.articletopic/Geography.Regions.Europe.Europe*|712","Q16533355","tt0071906","I Won't Love You","not exact match",NA,NA
"Simone Guarany","classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Films|912|classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|884|classification.ores.articletopic/Culture.Media.Media*|737|classification.ores.articletopic/Geography.Regions.Europe.Europe*|724","Q116267920","tt10456836","Painted Survival","not exact match",NA,NA
"Star Wars: L'ascesa di Skywalker (colonna sonora)","classification.ores.articletopic/Culture.Media.Films|803|classification.ores.articletopic/Culture.Media.Music|998|classification.ores.articletopic/Culture.Media.Media*|1000","Q79318818","tt2527338","Star Wars: Episode IX - The Rise of Skywalker","not exact match",NA,NA
"Mark Raso","classification.ores.articletopic/Culture.Biography.Biography*|817|classification.ores.articletopic/Geography.Regions.Americas.North_America|749|classification.ores.articletopic/Culture.Media.Media*|951|classification.ores.articletopic/Culture.Media.Films|912","Q20685259","tt2459156","Copenhagen","not exact match",NA,NA
"Hotel Hibiscus","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|523|classification.ores.articletopic/Culture.Literature|839|classification.ores.articletopic/Culture.Media.Films|1000","Q3786944","tt0347200","Hotel Hibiscus","match",NA,NA
"Episodi di The 20th Century-Fox Hour (seconda stagione)","classification.ores.articletopic/Culture.Media.Media*|930|classification.ores.articletopic/Culture.Media.Films|562","Q12912647","tt0047702","The 20th Century-Fox Hour","not exact match",NA,NA
"Florence Barker","classification.ores.articletopic/Culture.Media.Films|343|classification.ores.articletopic/Culture.Biography.Biography*|917","Q3073941","tt0001103","An Affair of Hearts","not exact match",NA,NA
"Eugene DeVerdi","classification.ores.articletopic/Culture.Media.Films|972|classification.ores.articletopic/Culture.Media.Media*|870|classification.ores.articletopic/Culture.Biography.Biography*|855","Q26998007","tt0029056","It Happened in Hollywood","not exact match",NA,NA
"Il fauno di marmo (film 1920)","classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|500","Q110474599","tt0172427","Il Fauno di marmo","not exact match",NA,NA
"BET Award al miglior attore","classification.ores.articletopic/Culture.Media.Media*|951|classification.ores.articletopic/History and Society.Society|731|classification.ores.articletopic/Culture.Media.Films|926","Q4835466","tt10533334","The Greatest Moments in BET Awards History","not exact match",NA,NA
"Range Busters","classification.ores.articletopic/Culture.Media.Films|991|classification.ores.articletopic/Culture.Media.Media*|929|classification.ores.articletopic/Geography.Regions.Americas.North America|559","Q7292662","tt0031363","The Gentleman from Arizona","not exact match",NA,NA
"Colour Me Kubrick (colonna sonora)","classification.ores.articletopic/Culture.Biography.Biography*|792|classification.ores.articletopic/Culture.Media.Music|174|classification.ores.articletopic/Culture.Media.Films|359|classification.ores.articletopic/Culture.Media.Media*|950","Q5149193","tt0376543","Color Me Kubrick","not exact match",NA,NA
"Olga Belajeff","classification.ores.articletopic/Culture.Media.Media*|976|classification.ores.articletopic/Geography.Regions.Europe.Europe*|743|classification.ores.articletopic/Culture.Media.Films|994|classification.ores.articletopic/Culture.Biography.Biography*|679","Q38052656","tt0129231","Mensch gegen Mensch","not exact match",NA,NA
