"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Amy Adams","classification.ores.articletopic/Culture.Biography.Women|939|classification.ores.articletopic/Geography.Regions.Americas.North_America|803|classification.ores.articletopic/Culture.Biography.Biography*|974|classification.ores.articletopic/Culture.Media.Films|938|classification.ores.articletopic/Culture.Media.Media*|969","Q481832","nm0010736","Amy Adams","match",NA,NA
"Melanie C","classification.ores.articletopic/Culture.Media.Music|917|classification.ores.articletopic/Culture.Biography.Biography*|921|classification.ores.articletopic/Culture.Media.Media*|949","Q151830","nm0004822","Melanie C","match",NA,NA
"Stevie Wonder","classification.ores.articletopic/Culture.Media.Media*|982|classification.ores.articletopic/Culture.Biography.Biography*|835|classification.ores.articletopic/Culture.Media.Music|992|recommendation.image_section/exists|1","Q714","nm0005567","Stevie Wonder","match",NA,NA
"Tina Fey","classification.ores.articletopic/Culture.Biography.Biography*|921|classification.ores.articletopic/Culture.Biography.Women|600|classification.ores.articletopic/Geography.Regions.Americas.North_America|665|classification.ores.articletopic/Culture.Media.Media*|904|classification.ores.articletopic/Culture.Media.Entertainment|839","Q14540","nm0275486","Tina Fey","match",NA,NA
"Cary Grant","classification.ores.articletopic/Culture.Media.Films|953|classification.ores.articletopic/Culture.Media.Media*|960|classification.ores.articletopic/Culture.Biography.Biography*|887|classification.ores.articletopic/Geography.Regions.Americas.North_America|577|recommendation.image_section/exists|1","Q83410","nm0001220","Ian Fleming","not exact match",NA,NA
"Harry Houdini","classification.ores.articletopic/Culture.Media.Media*|500|classification.ores.articletopic/Culture.Biography.Biography*|989","Q131545","nm0396378","Harry Houdini","match",NA,NA
"George Foreman","classification.ores.articletopic/Culture.Sports|997|classification.ores.articletopic/Culture.Biography.Biography*|912","Q213919","nm0286040","George Foreman","match",NA,NA
"Marion Cotillard","classification.ores.articletopic/Geography.Regions.Europe.Europe*|515|classification.ores.articletopic/Culture.Media.Films|831|classification.ores.articletopic/Culture.Biography.Biography*|835|classification.ores.articletopic/Culture.Media.Media*|919|classification.ores.articletopic/Culture.Biography.Women|644|recommendation.image_section/exists|1","Q8927","nm0182839","Marion Cotillard","match",NA,NA
"Jeremy Renner","classification.ores.articletopic/Culture.Media.Media*|964|classification.ores.articletopic/Geography.Regions.Americas.North_America|554|classification.ores.articletopic/Culture.Biography.Biography*|851|classification.ores.articletopic/Culture.Media.Films|904","Q23365","nm0000198","Gary Oldman","not exact match",NA,NA
"Catherine Spaak","classification.ores.articletopic/Culture.Media.Media*|901|classification.ores.articletopic/Culture.Biography.Biography*|938|classification.ores.articletopic/Geography.Regions.Europe.Europe*|600|recommendation.image_section/exists|1","Q437406","nm0816456","Agnès Spaak","not exact match",NA,NA
"Raf Vallone","classification.ores.articletopic/Culture.Media.Media*|685|classification.ores.articletopic/Culture.Biography.Biography*|982|classification.ores.articletopic/Culture.Media.Films|607|recommendation.image_section/exists|1","Q727786","nm0885203","Raf Vallone","match",NA,NA
"Nedra Talley","classification.ores.articletopic/Culture.Media.Music|1000|classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Biography.Biography*|979|classification.ores.articletopic/Culture.Biography.Women|956|classification.ores.articletopic/Geography.Regions.Americas.North_America|718","Q13562002","nm0848160","Nedra Talley","match",NA,NA
"Jerry Lewis","classification.ores.articletopic/Culture.Media.Media*|984|classification.ores.articletopic/Culture.Media.Films|968|classification.ores.articletopic/Culture.Biography.Biography*|921","Q294927","nm0001471","Jerry Lewis","match",NA,NA
"Rod Stewart","classification.ores.articletopic/Culture.Media.Media*|967|classification.ores.articletopic/Culture.Biography.Biography*|766|classification.ores.articletopic/Culture.Media.Music|970","Q182655","nm0005465","Rod Stewart","match",NA,NA
"Alfredo Di Stéfano","classification.ores.articletopic/Culture.Sports|995|classification.ores.articletopic/Culture.Biography.Biography*|672","Q164546","nm0224349","Alfredo Di Stéfano","match",NA,NA
"Noomi Rapace","classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|699|classification.ores.articletopic/Culture.Biography.Biography*|914|classification.ores.articletopic/Culture.Media.Media*|831|classification.ores.articletopic/Geography.Regions.Europe.Europe*|835|classification.ores.articletopic/Culture.Media.Films|724|classification.ores.articletopic/Culture.Biography.Women|665","Q228676","nm0636426","Noomi Rapace","match",NA,NA
