"title","wikibase_item","Studio"
"Mai Hoshimura","Q2248210","studio = 8 "
"Olivia Ong","Q707223","studio = 11 "
"CCS (gruppo musicale)","Q1108971","studio = 3 "
"Franca Aldrovandi","Q3749281","studio = |album live = "
"Bertrand Burgalat","Q432354","studio = 5 "
"Alcione Dias Nazareth","Q438512","studio = |album live = "
"The Suicide Machines","Q2164974","studio = 6 "
"Jan Kiepura","Q713265","studio = |album live = "
"Roch Voisine","Q1600132","studio = 16 "
"Lecrae","Q1041034","studio = 10 }} {{Bio "
"The New Adventures of Flash Gordon","Q7753481","studio = [[Filmation]] "
"Mariem Hassan","Q3293004","studio = |album live = "
"Evelin Samuel","Q450130","studio = |album live = "
"Madlax","Q1349108","studio = [[Bee Train]] "
"Tokio (gruppo musicale)","Q1322032","studio = |album live = "
"Fuori di specie","Q19571626","studio = [[Nerd Corps Ertertainment]] "
"Excision (musicista)","Q390963","studio = 7 (4 + 3 remix) "
"Mélanie Cohl","Q443827","studio = |album live = "
"Graham Russell","Q3347291","studio = |album live = "
"Dhani Lennevald","Q1355514","studio = |album live = "
"Latifa","Q1395632","studio = |album live = "
"Wanya Morris","Q2548555","studio = |album live = "
"Herman Brood","Q719447","studio = |album live = "
"Isidoro Show","Q18150570","studio = [[Ruby-Spears]] "
"Stereo Total","Q829715","studio = 15 "
"Steve Asheim","Q1585625","studio = |album live = "
"Dyango","Q4890058","studio = |album live = "
"Pebbles","Q6363428","studio = 4 "
"Eszter Balint","Q457439","studio = |album live = "
"Peter Van Hooke","Q7177458","studio = |album live = "
"Anna Jantar","Q455443","studio = 4 "
"Rainer Barzel","Q470285","studio = Dottorato in [[Giurisprudenza]] "
"Andrew Scheer","Q2846724","studio = |alma mater = [[Università di Ottawa]]<br/>Università di Regina "
"Hanne Boel","Q1782233","studio = 17 "
"Tripping the Rift","Q2164616","studio = CinéGroupe "
"Val × Love","Q48756641","studio = Hoods Entertainment "
"Wolfgang Dziony","Q75869","studio = 1 "
"Anders Johansson","Q2846128","studio = |album live = "
"The Super Globetrotters","Q2907304","studio = [[Hanna-Barbera]] "
"Fish Police","Q5454561","studio = [[Hanna-Barbera]] "
"Gianni Mascolo","Q678359","studio = |album live = "
"Kardinal Offishall","Q371238","studio = 3 "
"Schuyler Fisk","Q463239","studio = |album live = "
"Jackie Mittoo","Q964620","studio = |album live = "
"Sport Billy","Q1485318","studio = [[Filmation]] "
"Dave Benton","Q359345","studio = |album live = "
"Marco Enríquez-Ominami","Q966522","studio = |alma mater = [[Università del Cile]] "
"Legendz - La leggenda dei re draghi","Q1074041","studio = [[Gallop (azienda)"
"Lissie","Q270239","studio = 5 }} {{Bio "
"Gretchen Wilson","Q443897","studio = 7 "
"Greyson Chance","Q298360","studio = 2 "
"Gareth Emery","Q555552","studio = 3 "
"Jaakko Teppo","Q3805461","studio = |album live = "
"Sergej Stanislavovič Udal'cov","Q713923","studio = |alma mater = "
"Willy Alberti","Q321160","studio = |album live = "
"Alceu Valença","Q560788","studio = |album live = "
"Bastian Baker","Q810599","studio = 2 "
"Hayko","Q460071","studio = |album live = "
"Rob Dougan","Q963350","studio = 1 "
"Xscape (gruppo musicale)","Q3571048","studio = 3 "
"Howie Day","Q1352927","studio = |album live = "
"China, IL","Q5099534","studio = [[Brad Neely"
"Rainbow Rangers","Q30689180","studio = Genius Brands "
"Toshokan sensō","Q1207491","studio = [[Production I.G]] "
"Poli Genova","Q236491","studio = 3 "
"Dishwalla","Q1228689","studio = 4 "
"Władysław Bartoszewski","Q381185","studio = |alma mater = "
"Talvin Singh","Q331450","studio = 4 "
"Martin Sonneborn","Q87485","studio = Laurea in Comunicazione, Germanistica e Scienze politiche "
"Shirley Collins","Q528937","studio = |album live = "
"Flatmania","Q3746421","studio = [[Method Animation"
"Siti Nurhaliza","Q2725555","studio = }} {{Bio "
"Warne Marsh","Q1369951","studio = |album live = "
"Dreams Come True (gruppo musicale)","Q1195268","studio = 18 "
"Norma Jean (cantante)","Q522034","studio = |album live = "
"Amber (cantante)","Q289692","studio = 4 "
"Farid Bang","Q89832","studio = |album live = "
"Giggs (rapper)","Q5560289","studio = 5 }} {{Bio "
"Richard J. Daley","Q295267","studio = Laurea in [[Giurisprudenza]] "
"Matoma","Q19845354","studio = 2 }}{{Bio "
"Milton McDonald","Q6861331","studio = |album live = "
"Pollicina (film 1992)","Q7798827","studio = [[Golden Films"
"Life with an Ordinary Guy Who Reincarnated into a Total Fantasy Knockout","Q106872663","studio = [[Oriental Light and Magic]] "
"Mel Galley","Q555917","studio = |album live = "
"Ed Harcourt","Q2330552","studio = 4 "
"Mack, ma che principe sei?","Q711735","studio = [[Gallop (azienda)"
"Kira Roessler","Q436831","studio = 8 "
"Njuša","Q125666","studio = 3 "
"Ivory Joe Hunter","Q11877","studio = |album live = "
"Dave Greenslade","Q1173221","studio = |album live = "
"Dirty Looks","Q3709201","studio = 14 "
"Keri Kelli","Q961217","studio = |album live = "
"Dashboard Confessional","Q976991","studio = 7 "
"Pete Finestone","Q2530101","studio = |album live = "
"Aleksandr Jakovlevič Rozenbaum","Q663116","studio = |raccolte = }} {{Bio "
"Kraftklub","Q509334","studio = 3 "
"Katja Kipping","Q76342","studio = |alma mater = "
"Yukari Itō","Q8973235","studio = |album live = "
"Simon Raymonde","Q7519623","studio = 10 "
"Laleh Pourkarim","Q2757867","studio = 5 "
"Apache Indian","Q504599","studio = |album live = "
"Vic Dickenson","Q349129","studio = |album live = "
"Jamey Johnson","Q6146314","studio = |album live = "
"Carlot-ta","Q18416847","studio = 3 "
"Shyne","Q1346832","studio = |album live = "
"Joe English (musicista)","Q1152464","studio = |album live = "
"Rob de Nijs","Q1041895","studio = 27 "
"Mike Doughty","Q359457","studio = |album live = "
"Johnny Alf","Q3128897","studio = |album live = "
"Mahō sensō","Q11673812","studio = [[Madhouse (azienda)"
"The Lone Ranger (serie animata)","Q3988066","studio = [[Halas and Batchelor Cartoon Films]] "
"Christophe Maé","Q1086377","studio = |album live = "
"DJ Hurricane","Q3700428","studio = 3 "
"The Pipettes","Q1422247","studio = 2 }} '''The Pipettes''' sono state un [[gruppo musicale]] [[Regno Unito"
"Mayday (gruppo musicale taiwanese)","Q51731","studio = |album live= }} I '''Mayday''' (in [[lingua cinese"
"Amelia Lily","Q461575","studio = |album live = "
"Cevin Key","Q290867","studio = |album live = "
"Marco Marinangeli","Q3290120","studio = |album live = "
"Tat'jana Bulanova","Q467118","studio = 22 "
"Leonid Agutin","Q337404","studio = |album live = "
"Deborah Allen","Q427993","studio = |album live = "
"Jessi Colter","Q243103","studio = |album live = "
"This Is America, Charlie Brown","Q946213","studio = [[Lee Mendelson Film Productions]] "
"Clockwork Planet","Q11299801","studio = [[Xebec]] "
"Marshall Crenshaw","Q6773536","studio = 10 "
"Stefano Secco","Q3497991","studio = |album live = "
"Jala Brat","Q22912140","studio = 5 }} {{Bio "
"Butterfly Boucher","Q450288","studio = |album live = "
"Xyber 9","Q8045331","studio = [[Saban Entertainment]] "
"Fly Tales","Q3230774","studio = [[Futurikon]] "
"The Great Passage","Q11613749","studio = [[Zexcs]] "
"Jo Kwon","Q485667","studio = |colonne sonore = "
"Mighty Magiswords","Q19954598","studio = [[Cartoon Network Studios]] "
"Louise Redknapp","Q456386","studio = 3 "
"The Creeps","Q638133","studio = |album live = "
"Hakumei to Mikochi","Q11326305","studio = [[Lerche]] "
"Lounès Matoub","Q524362","studio = |album live = "
"Brave Combo","Q2924131","studio = |album live = "
"Sister Hazel","Q1968924","studio = |album live = "
"Fanfarlo","Q2624757","studio = 2 }} I '''Fanfarlo''' sono un [[gruppo musicale]] [[indie pop]] fondato a [[Londra]] nel 2006 dal musicista [[Svezia"
"Trollz","Q2083674","studio = [[DiC Entertainment]] "
"Marta Rovira","Q10745532","studio = Laurea in Giurisprudenza "
"Yasmin Levy","Q298202","studio = 6 "
"Daby Touré","Q29053755","studio = |album live = "
"Luciana Gonzales","Q3838500","studio = |album live = }} {{Bio "
"Turning Mecard","Q21825272","studio = [[Heewon Entertainment]] "
"Simone Stelzer","Q78800","studio = 13 "
"The Academy Is...","Q1138018","studio = 3 "
"Benvenuti al Wayne","Q18155727","studio = Yowza! Animation "
"Last Hope","Q43034288","studio = [[Satelight]] "
"Filippo Cosentino","Q58932433","studio = 39 "
"Iiris","Q2810518","studio = 1 "
"Chanmina","Q27150837","studio = 4 "
"Sylwia Grzeszczak","Q287553","studio = 4 "
"Jagged Edge (gruppo musicale)","Q1678447","studio = |album live = "
"Maureen McGovern","Q273216","studio = 14 "
"Sōma Saitō","Q17158528","studio = 1 "
"Blas Cantó","Q4925264","studio = 1 "
"Tha Trademarc","Q2559719","studio = 1 "
"AD Police TV","Q278185","studio = [[Anime International Company"
"Sunil Dutt","Q377903","studio = |alma mater = [[Jai Hind College]] "
"Lennon Stella","Q62871650","studio = 1 }} {{Bio "
"Ilira","Q13142685","studio = |album live = "
"Justine Skye","Q21062706","studio = 2 "
"Siamo tutti campioni, Charlie Brown!","Q5084596","studio = Lee Mendelson Films "
"È un bracchetto flashdance, Charlie Brown","Q6090042","studio = United Feature Syndicate "
"Paula Toller","Q2920425","studio = |album live = "
"Candye Kane","Q44909","studio = 13 "
"Vinod Khanna","Q2038656","studio = |alma mater = [[Sydenham College, Mumbai]] "
"Snik","Q65029299","studio = 2 "
"Vize (gruppo musicale)","Q65246672","studio = 1 "
"Jean Sarrus","Q3174564","studio = }} {{Bio "
"Shigeru Suzuki","Q11649225","studio = 13 "
"Super Cub","Q48749435","studio = [[Studio Kai]] "
"David Pack","Q5238342","studio = |album live = "
"Pelageja","Q1593089","studio = 3 "
"Chuck Panozzo","Q1256761","studio = |album live = "
"Amanda Tenfjord","Q96276794","studio = 1 }} {{Bio "
"L'apprendista cavaliere","Q28102177","studio = [[TeamTO]] "
"Sheila Jordan","Q459052","studio = |album live = "
"Päivi Räsänen","Q438819","studio = |alma mater = "
"Manny Charlton","Q204385","studio = |album live = "
"Naty Botero","Q6981035","studio = 5 "
"Irina Ponarovskaja","Q4371812","studio = 2 "
"Richard B. Russell","Q718415","studio = Laurea in Legge "
"Kaydy Cain","Q105769936","studio = 4 }} {{Bio "
"Angélica Ksyvickis","Q2883785","studio = |album live = "
"Aya Ueto","Q234595","studio = 6 "
"Ralph Burns","Q1966681","studio = |album live = "
"Ima (cantante)","Q3148849","studio = 6 "
"Chris Cutler","Q1077158","studio = 3 "
"Heather Nova","Q236960","studio = 10 "
"Jim della giungla","Q997274","studio = |studio nota = "
"Adrian Sherwood","Q374206","studio = 3 "
"Exosquad","Q1612490","studio = [[Universal Animation Studios]] "
"Statik Selektah","Q2333768","studio = 8 "
"Kahimi Karie","Q2567233","studio = |album live = "
"Steve McDonald","Q3973371","studio = |album live = "
"RoboCop (serie animata)","Q5548315","studio = [[Syndication (mass media)"
"Quattro amici per una missione intorno al mondo","Q823376","studio = [[Dargaud Media]] "
"Fantasmi detectives","Q3058551","studio = [[TF1]] "
"Chuck Dukowski","Q1626955","studio = |album live = "
"Eko Fresh","Q492219","studio = |album live = "
"Federica Fornabaio","Q3741548","studio = 3 "
"Moyasimon","Q2555837","studio = [[Shirogumi]] "
"Thomas Miller","Q1645605","studio = |album live = "
"Johnny Preston","Q962128","studio = 38 "
"Roberto Menescal","Q2395222","studio = |album live = "
"Seiko Hashimoto","Q263703","studio = |alma mater = "
"Eric Mun","Q491580","studio = 9 "
"Emina Jahović","Q233932","studio = 4 "
"Bobby Day","Q1985556","studio = 1 "
"Hugo Blanco (musicista)","Q1122967","studio = |album live = "
"Fractale","Q482857","studio = [[A-1 Pictures]] "
"Janusz Olejniczak","Q544491","studio = |album live = "
"Martie Maguire","Q1373347","studio = |album live = "
"Adnan Sami","Q1250743","studio = |album live = "
"Slayers - Storie di specchi, chimere e mammoni","Q821934","studio = [[J.C.Staff]] "
"Paula Fernandes","Q483682","studio = 5 "
"The Ukulele Orchestra of Great Britain","Q2034396","studio = 15 "
"Eat-Man","Q2500264","studio = [[Studio Deen]] "
"Tamayura","Q1073660","studio = [[Hal Film Maker]] "
"Ef - a tale of melodies","Q3720131","studio = [[Shaft (azienda)"
"Re-Flex","Q387754","studio = 4 "
"Rah Digga","Q463621","studio = 2 "
"Owen Pallett","Q162045","studio = 5 "
"Tom Udall","Q957690","studio = [[Bachelor of Arts]]<br/>Laurea in legge "
"Momoiro Clover Z","Q1070606","studio = 4 "
"Sir Henry Merrivale","Q676769","studio = |studio nota = "
"Karneval","Q611650","studio = [[Manglobe]] "
"Ann Christy (cantante)","Q246041","studio = |album live = "
"Jun Hyo-seong","Q491568","studio = 2 <small>(con le Secret)</small> "
"Emma (cantante 1974)","Q275421","studio = |album live = "
"Enzo Enzo","Q3055538","studio = |album live = "
"La Quinta Estación","Q1362846","studio = 4 "
"Christian Olde Wolbers","Q2071317","studio = |album live = "
"Amanchu!","Q852124","studio = [[J.C.Staff]] "
"Ronan Harris","Q7365464","studio = 8 "
"Emilio Santiago","Q1790945","studio = |album live = "
"Kayah","Q433111","studio = 8 "
"Paul Davis (cantante)","Q7150165","studio = 7 "
"Frosty the Snowman (film)","Q5506238","studio = [[Rankin/Bass]], [[Mushi Production]] "
"Yoon Bo-ra","Q5363925","studio = 2 <small>(con le Sistar)</small> "
"Tommy Roe","Q1335207","studio = |album live = "
"Fantastico Max","Q635750","studio = [[Hanna-Barbera]] "
"Jordan Pundik","Q4343922","studio = 9 "
"Chris Caffery","Q861146","studio = 13 "
"Leon Jackson","Q466032","studio = 1 "
"Bruce Gaitsch","Q4977527","studio = |album live = "
"Deana Carter","Q509285","studio = 7 "
"Ed Bruce","Q346085","studio = }} {{Bio "
"Shooter Jennings","Q331652","studio = 10 "
"Kristian Kostov","Q21932286","studio = |album live = "
"Chi Rho - I misteri del tempo","Q13887455","studio = Cross Media "
"Rox (cantante)","Q456448","studio = 1 "
"Il mondo di Quest","Q2583887","studio = [[Cookie Jar Entertainment]] "
"Traci Braxton","Q18326138","studio = 2 "
"Ryan Key","Q2467607","studio = 7 "
"David Knights","Q3018212","studio = |album live = "
"Miss Li","Q127340","studio = 9 "
"Tung Chee-hwa","Q15027","studio = |alma mater = [[Università di Liverpool]] "
"Samurai Spirits - Apocalisse a Edo","Q7413108","studio = [[Studio Comet]] "
"Peep and the Big Wide World","Q629174","studio = [[WGBH-TV"
"Li Yuchun","Q698103","studio = 10 }} {{Bio "
"Eugene Wright","Q490275","studio = |album live = "
"Joyce Sims","Q13561990","studio = 4 "
"Tracie Spencer","Q274565","studio = 3 "
"Korgoth of Barbaria","Q2615381","studio = [[Cartoon Network Studios]] "
"Jão","Q60999530","studio = 4 "
"Anda Adam","Q2846046","studio = 3 "
"John Panozzo","Q6251848","studio = |album live = "
"The Great Jahy Will Not Be Defeated!","Q55523574","studio = [[Silver Link]] "
"Rantanplan (serie animata)","Q3419033","studio = [[Xilam]] "
"Stacey Abrams","Q7595813","studio = |alma mater = [[Università Yale]]<br>[[Università del Texas ad Austin]] "
"Gisela","Q236085","studio = 3 "
"Universi paralleli per Bucky O'Hare","Q2333166","studio = [[Sunbow Entertainment]] "
"Mihai Trăistariu","Q355137","studio = |album live = "
"Michel Vaillant - Tute, caschi e velocità","Q3311030","studio = [[La Cinq]] "
"Cosa c'è nella palude?","Q3051963","studio = [[DC Comics]] "
"Dennis Alcapone","Q1188945","studio = 11 "
"Cave Kids","Q1619748","studio = [[Hanna-Barbera]] "
"Junior combinaguai","Q3080820","studio = [[D'Ocon Films"
"Sukhwinder Singh","Q2344606","studio = |album live = "
"Alex Christensen","Q61986","studio = |album live = "
"Charlene Choi","Q714444","studio = 21 (19 con le Twins) "
"Lady Sovereign","Q230754","studio = 2 }} {{Bio "
"Paulinho da Viola","Q241801","studio = |album live = "
"Evan Yo","Q579904","studio = 2 "
"Jeremih","Q472891","studio = 4 "
"Big Bill Morganfield","Q3639794","studio = |album live = "
"Institute","Q1192331","studio = 1 "
"Sarah Geronimo","Q2333745","studio = 7 "
"Gonzaguinha","Q777949","studio = |album live = "
"Ahn Jae-wook","Q485168","studio = 5 "
"Ivor Cutler","Q2073795","studio = |album live = "
"Zé Ramalho","Q2756134","studio = |album live = "
"Nadéah","Q3335009","studio = |album live = "
"Oesch's die Dritten","Q667470","studio = |album live = "
"Roboroach","Q2340289","studio = [[Helix Animation]] "
"Large Professor","Q179026","studio = 3 "
"Andrea Tich","Q18416061","studio = 9 "
"Billy Lee Riley","Q863176","studio = |album live = "
"Imca Marina","Q359008","studio = 14 "
"Eunhyuk","Q483161","studio = 8 <small>(con i Super Junior)</small> "
"Jeremy Jordan (cantante)","Q2448268","studio = 1 "
"Herman van Veen","Q503717","studio = |album live = "
"Fanny Lú","Q938043","studio = |album live = "
"Lili Ivanova","Q270016","studio = 35 "
"Kiana Ledé","Q6403788","studio = 2 "
"Stefano Fonzi","Q3972501","studio = 9 "
"Algy Ward","Q1132063","studio = |album live = "
"Clay Walker","Q320583","studio = |album live = "
"Ananda Shankar","Q2845323","studio = |album live = "
"Waylon (cantante)","Q2737611","studio = 7 "
"Christian Scott","Q730718","studio = |album live = "
"Kym Mazelle","Q3200953","studio = 3 "
"Steve Kilbey","Q205834","studio = |album live = "
"Social House","Q65117469","studio = |album live = "
"Don Ho","Q1320894","studio = |album live = "
"Deep Blue Something","Q1182355","studio = 4 }} I '''Deep Blue Something''' sono un [[gruppo musicale]] [[rock alternativo]] [[Stati Uniti d'America"
"Bots Master","Q3224454","studio = Creativite et Developpement "
"Moraes Moreira","Q3862818","studio = |album live = "
"Antti Ikonen","Q1114208","studio = |album live = "
"Urszula Dudziak","Q386539","studio = |album live = "
"Tilo Wolff","Q707711","studio = |album live = "
"Kikki Danielsson","Q235820","studio = 13 "
"Rudy Giovannini","Q2174546","studio = 20 "
"Penny Rimbaud","Q321672","studio = |album live = "
"Jane Siberry","Q275535","studio = 13 "
"Beth Hirsch","Q831136","studio = 3 "
"Kid Loco","Q1277171","studio = |album live = "
"Earl Klugh","Q1071840","studio = |album live = "
"Z-Girls","Q12620726","studio = Enemes Co. "
"José Mercé","Q559401","studio = 12 "
"Margaret Whiting","Q289108","studio = |album live = "
"Marius Müller-Westernhagen","Q509200","studio = |album live = "
"Jasmin Wagner","Q61244","studio = |album live = "
"Bang Min-ah","Q12596240","studio = 1 <small>(con le Girl's Day)</small> "
"Lady Saw","Q166036","studio = |album live = "
"Bryan-Michael Cox","Q961787","studio = |url = }} {{Bio "
"Elek Bacsik","Q788211","studio = |album live = "
"Kathryn Tickell","Q2007693","studio = |album live = "
"Trae tha Truth","Q1378825","studio = 12 solisti +15 in collaborazione "
"Mira Awad","Q236056","studio = 3 "
"James Fox (cantante)","Q1189996","studio = |album live = "
"John Konesky","Q3491402","studio = |album live = "
"Martha Tilton","Q276227","studio = |album live = "
"Buddhadeb Bhattacharjee","Q1000836","studio = |alma mater = "
"Musiq Soulchild","Q1955333","studio = 11 "
"Matthew Sweet","Q3100060","studio = 15 "
"François Deguelt","Q1337581","studio = |album live = "
"Camillo Felgen","Q1029363","studio = |album live = "
"Marinella (cantante 1938)","Q434106","studio = 41 "
"José Vélez","Q1709707","studio = |album live = "
"Tomas Ledin","Q955209","studio = |album live = "
"Ann Sophie","Q19355766","studio = 2 "
"Maria Elena Kyriakou","Q16875990","studio = 2 "
"Lucia Cifarelli","Q4516709","studio = |album live = "
"Heo Ga-yoon","Q485698","studio = |album live = "
"Tragedy Khadafi","Q3536463","studio = 13 "
"Regine Velasquez","Q446854","studio = |album live = "
"Sevyn Streeter","Q7458122","studio = 1 }} {{Bio "
"Ai Kago","Q1155343","studio = |album live = "
"Mickey Newbury","Q3311884","studio = |album live = "
"Eason Chan","Q704041","studio = |album live = "
"Bo Kaspers Orkester","Q4128881","studio = |album live = "
"Laza Ristovski","Q571938","studio = |album live = "
"Nina Kraljić","Q22928445","studio = 2 }} {{Bio "
"Martin Molin","Q23830078","studio = |album live = "
"Kuu Kuu Harajuku","Q21539910","studio = Vision Animation "
"Julius Jr","Q16158561","studio = [[Saban Brands]] "
"Heize","Q24855768","studio = 1 "
"Aysel Məmmədova","Q42848278","studio = 1 "
"My Sweet Tyrant","Q43797285","studio = Yumeta Company "
"Lisa Ajax","Q18606122","studio = |album live = "
"ZZ Ward","Q8063325","studio = 2 "
"Emiya-san chi no kyō no gohan","Q47035210","studio = [[Ufotable]] "
"Sevak Khanagyan","Q50141657","studio = 1 "
"Cherrelle","Q2688743","studio = 5 "
"Sonic Mania Adventures","Q54819632","studio = [[Sega (azienda)"
"Lewis Franklin Powell, Jr.","Q252739","studio = |alma mater = "
"Dianne Reeves","Q242135","studio = |album live = "
"Madilyn Bailey","Q20752020","studio = 2 +1 EP "
"Kid Koala","Q1347250","studio = |album live = "
"Buckwild","Q4305279","studio = 2 "
"Almir Sater","Q16142152","studio = |album live = "
"Michela Pace","Q61035519","studio = |album live = "
"John Hartman","Q10307849","studio = 10 }} {{Bio "
"The Price of Smiles","Q57676120","studio = [[Tatsunoko Production]] "
"Kazka","Q47494823","studio = 3 "
"Andy Parker","Q2849153","studio = 8 "
"Justyna Steczkowska","Q286298","studio = |album live = "
"S. P. Balasubrahmanyam","Q2049688","studio = |album live = "
"Dagny (cantante)","Q23771730","studio = 1 }} {{Bio "
"Daniel (cantante brasiliano)","Q5216314","studio = |album live = "
"Rockin' with Judy Jetson","Q4355003","studio = [[Hanna-Barbera]] "
"Oteil Burbridge","Q7108500","studio = 3 (solista) "
"Lanberry","Q30112538","studio = 3 "
"Garnidelia","Q17226517","studio = 5 "
"Giacomo Tosti","Q3762297","studio = |album live = "
"Marc Ferrari","Q3288022","studio = 2 "
"Marit Larsen","Q234428","studio = 4 "
"Karas (serie animata)","Q1325783","studio = [[Tatsunoko Production]] "
"Uku Suviste","Q6331507","studio = }} {{Bio "
"Walter Wanderley","Q637373","studio = |album live = "
"Chris Trousdale","Q2964883","studio = 2 "
"Andreas Scheuer","Q500381","studio = |professione = }} {{Bio "
"Johnny Dee","Q3809716","studio = 0 "
"Chiquis Rivera","Q17418405","studio = 3 "
"Kelela","Q17306137","studio = 2 "
"Camille Jones","Q447928","studio = 5 }} {{Bio "
"Bobby Tench","Q4935625","studio = |album live = "
"Mica Paris","Q6827833","studio = 7 "
"Linda Lewis","Q1396251","studio = 10 "
"Manfred Krug","Q91587","studio = |album live = "
"Carol Douglas","Q519404","studio = 6 "
"Des O'Connor","Q725510","studio = |album live = "
"DJ Mehdi","Q1154202","studio = |album live = "
"Chris Walla","Q2240506","studio = |album live = "
"Kelly Willis","Q3194921","studio = 10 "
"Fernanda Souza","Q10281196","studio = 1 }} {{Bio "
"G Herbo","Q17811716","studio = 5 "
"Mata (rapper)","Q79343189","studio = 3 "
"Hungria Hip Hop","Q10298917","studio = 3 "
"Basta (rapper)","Q3986754","studio = 9 "
"Mišel' Andrade","Q47316925","studio = 1 "
"Jah Khalib","Q39394703","studio = 8 "
"Pink Sweats","Q60688836","studio = 1 }} {{Bio "
"Bettye LaVette","Q453456","studio = 11 "
"Camille (cantante 2001)","Q63255684","studio = 2 "
"Elisapie","Q596774","studio = 3 "
"Bionic Max","Q110442618","studio = [[Alphanim"
"Hammerman","Q5645712","studio = DIC Animation City "
"Laima Vaikule","Q465793","studio = 9 "
"L7nnon","Q111302637","studio = 2 "
"Cenerentola (film 1994)","Q11687614","studio = [[Jetlag Productions]] "
"Skee-Lo","Q601239","studio = 2 }} {{Bio "
"Bobby Goldsboro","Q888545","studio = |album live = "
"Wing (cantante)","Q268780","studio = 14 "
"Jerry Heil","Q56364121","studio = 2 "
"La neve di Hisui","Q111909220","studio = [[Wit Studio]] "
"Haircut One Hundred","Q366679","studio = 2 "
"Saving 80,000 Gold in Another World for My Retirement","Q113196208","studio = Felix Film "
"Rosko Gee","Q868690","studio = |album live = "
"In the Land of Leadale","Q105627715","studio = Maho Film "
"Jamie Miller (cantante)","Q106604082","studio = |raccolte = }} {{Bio "
"Dave Swarbrick","Q763897","studio = |album live = "
"Paloma San Basilio","Q444019","studio = |album live = "
"Los Jaivas","Q1870545","studio = 24 "
"Klaus Flouride","Q1387481","studio = |album live = "
"Anaïs Mitchell","Q1467912","studio = |album live = "
"Norman Harris","Q3878464","studio = |album live = "
"Johanna Kurkela","Q2558838","studio = |album live = "
"Mostruosi marziani - Butt-Ugly Martians","Q1612006","studio = [[Splash Entertainment"
"Theo Goutzinakis","Q3990220","studio = 6 "
"Oscar e le sette note perdute","Q7105836","studio = [[Collingwood O'Hare Entertainment]] "
"Daniel Merriweather","Q254840","studio = 2 "
"Guilherme Arantes","Q3779568","studio = |album live = "
"Faustino Oramas","Q1368286","studio = |album live = "
"Norman Normal","Q1999627","studio = [[France 3]] "
"Selina Ren","Q702539","studio = 9 "
"Bro'Sis","Q653926","studio = 3 "
"Rebecca Pan","Q706223","studio = 1 "
"Memphis Slim","Q1068404","studio = |album live = "
"Christine Fan","Q710534","studio = 10 "
"Jordan Chan","Q709655","studio = 6 + 1 [[Extended play"
"Kim Ryeo-wook","Q482855","studio = 6 "
"V″jačeslav Čornovil","Q2084848","studio = |professione = politico e dissidente sovietico "
"Alpa Gun","Q73092","studio = 4 "
"Valeria Gastaldi","Q1750721","studio = 6 "
"Valentina Tolkunova","Q270937","studio = |album live = }} {{Bio "
"Gianfranco Plenizio","Q3763136","studio = |album live = "
"John Du Cann","Q3495406","studio = |album live = "
"Paula Morelenbaum","Q250283","studio = |album live = "
"Kaela Kimura","Q1342823","studio = 6 "
"Stella Mwangi","Q122823","studio = 2 "
"Vlatko Ilievski","Q337891","studio = |album live = "
"Colonel Reyel","Q2000733","studio = 2 "
"Pearlie","Q3898482","studio = [[Sticky Pictures]] "
"2nd South Carolina String Band","Q3598730","studio = 4 "
"Brigitte Engerer","Q601534","studio = |album live = "
"Marva Hicks","Q3850381","studio = |album live = "
"Armi Aavikko","Q2474496","studio = |album live = "
"Helen Sjöholm","Q468134","studio = 3 }} {{Bio "
"Sabi","Q2479731","studio = |raccolte = }} {{Bio "
"Can Bonomo","Q319907","studio = 3 "
"Mari Yaguchi","Q1142098","studio = 0 "
"The Tea Party","Q1886368","studio = 7 "
"Ultraviolet: Code 044","Q2066395","studio = [[Madhouse (azienda)"
"Hideaki Takizawa","Q1205577","studio = 3 "
"Takako Ohta","Q3980246","studio = 12 "
"Yūma Nakayama","Q1154155","studio = |album live = "
"Zachary Steven Merrick","Q4023608","studio = |album live = "
"BeyWheelz","Q597937","studio = [[SynergySP]] "
"Stefan Waggershausen","Q97592","studio = |album live = "
"Eric Church","Q975911","studio = 4 "
"Hannes Wader","Q65491","studio = |album live = "
"The Jordanaires","Q1197180","studio = |album live = "
"The Boxer Rebellion","Q1633685","studio = |raccolte = "
"Jacqueline Boyer","Q230747","studio = |album live = "
"Jobriath","Q1690964","studio = |album live = "
"Mik Kaminski","Q3121024","studio = |album live = "
"Jeon Ji-yoon","Q491612","studio = |album live = "
"Terri Clark","Q445760","studio = |album live = "
"Chaotic (serie animata)","Q2956479","studio = [[Bardel Entertainment]]<br /> Dong Woo Animation "
"Angel's 3Piece!","Q17218338","studio = [[Project No.9]] "
"Horacio Guarany","Q1420762","studio = |album live = "
"Pauli Rantasalmi","Q2036038","studio = 8 <small>(con i [[The Rasmus]])</small> "
"Joyce Jonathan","Q762673","studio = 1 "
"Frédérique Ries","Q458084","studio = laurea in economia "
"Gerald Woodruffe","Q11860421","studio = |album live = "
"Niamh Kavanagh","Q229743","studio = |album live = "
"Tanja Ribič","Q284450","studio = |album live = "
"Starland Vocal Band","Q941292","studio = 5 "
"Tenshi na konamaiki","Q509415","studio = TMS Entertainment "
"Sadie e Gilbert","Q85799117","studio = Brown Bag Films "
"Lis Sørensen","Q512336","studio = 12 "
