"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Воинов, Михаил Андреевич","classification.ores.articletopic/Culture.Biography.Biography*|808|classification.ores.articletopic/Culture.Media.Media*|989|classification.ores.articletopic/Geography.Regions.Europe.Europe*|607|classification.ores.articletopic/Culture.Media.Music|941|classification.ores.articletopic/Geography.Regions.Asia.Asia*|538","Q4122423","nm13548126","Mikhail Voinov","not exact match",NA,NA
"Трамп, Мэри Лия","classification.ores.articletopic/Geography.Regions.Americas.North_America|877|classification.ores.articletopic/STEM.STEM*|699|classification.ores.articletopic/History_and_Society.Society|600|classification.ores.articletopic/Culture.Biography.Biography*|993","Q96475328","nm12442236","Mary Trump","not exact match","nm7539706",NA
"Список наград и номинаций Робина Уильямса","classification.ores.articletopic/Culture.Media.Films|710|classification.ores.articletopic/Culture.Biography.Biography*|736|classification.ores.articletopic/History and Society.Society|831|classification.ores.articletopic/Culture.Media.Media*|880","Q18204412","nm0000245","Robin Williams","not exact match",NA,NA
"Нур-Джахан","classification.ores.articletopic/Culture.Biography.Biography*|890|classification.ores.articletopic/Geography.Regions.Asia.Asia*|893|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|754","Q541530","nm0474940","Veena","not exact match",NA,NA
"Мёран, Викторина","classification.ores.articletopic/Geography.Regions.Europe.Western Europe|872|classification.ores.articletopic/Culture.Biography.Women|917|classification.ores.articletopic/Geography.Regions.Europe.Europe*|712|classification.ores.articletopic/Culture.Visual arts.Visual arts*|956|classification.ores.articletopic/Culture.Biography.Biography*|969|classification.ores.articletopic/History and Society.History|659","Q271273","nm0680789","Shelley Phillips","not exact match",NA,NA
"Маккойст, Алли","classification.ores.articletopic/Culture.Biography.Biography*|990|classification.ores.articletopic/Culture.Sports|994|classification.ores.articletopic/Geography.Regions.Europe.Europe*|585","Q317417","nm0566083","Ally McCoist","not exact match",NA,NA
"Киган, Эндрю","classification.ores.articletopic/Culture.Biography.Biography*|518|classification.ores.articletopic/Culture.Media.Media*|917|classification.ores.articletopic/Geography.Regions.Americas.North America|559","Q505600","nm1074284","Casey Keegan","not exact match","nm0005080",NA
"Фильмография Шер","classification.ores.articletopic/Culture.Biography.Women|714|classification.ores.articletopic/Culture.Biography.Biography*|857|classification.ores.articletopic/Culture.Media.Films|879|classification.ores.articletopic/Culture.Media.Media*|904|classification.ores.articletopic/Geography.Regions.Americas.North America|537","Q860496","nm0000098","Jennifer Aniston","not exact match",NA,NA
"Пахомова, Полина Юрьевна","classification.ores.articletopic/Culture.Media.Films|577|classification.ores.articletopic/Culture.Media.Media*|771|classification.ores.articletopic/Culture.Biography.Biography*|893","Q65128508","nm6058614","Polina Pakhomova","not exact match",NA,NA
"Цветкова, Людмила Васильевна","classification.ores.articletopic/Culture.Biography.Biography*|977|classification.ores.articletopic/Culture.Media.Films|665|classification.ores.articletopic/Culture.Media.Media*|629|classification.ores.articletopic/Geography.Regions.Europe.Europe*|577|classification.ores.articletopic/Geography.Regions.Asia.Asia*|569","Q120281364","nm0875525","Lyudmila Tsvetkova","not exact match",NA,NA
"Китовый хвост","classification.ores.articletopic/History_and_Society.Society|665|classification.ores.articletopic/Culture.Biography.Biography*|665","Q1973161","nm1597592","Mike Metropolis","not exact match",NA,NA
"Кушнер, Дэйв","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Media.Music|997|classification.ores.articletopic/Culture.Biography.Biography*|985","Q725765","nm1396919","Dave Kushner","not exact match",NA,NA
"Заборов, Борис Абрамович","classification.ores.articletopic/Geography.Regions.Europe.Europe*|569|classification.ores.articletopic/Culture.Biography.Biography*|987|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|839","Q2911053","nm9171376","Jeki Zaborov","not exact match",NA,NA
"Мистри, Рохинтон","classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Literature|782","Q732338","nm0592997","Rohinton Mistry","not exact match",NA,NA
"Джексон, Марк","classification.ores.articletopic/Culture.Biography.Biography*|986|classification.ores.articletopic/Culture.Sports|1000|classification.ores.articletopic/Geography.Regions.Americas.North_America|880","Q1342300","nm0171013","Desiree Coleman","not exact match",NA,NA
"Кершоу, Ян","classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Geography.Regions.Europe.Europe*|651","Q312532","nm0449960",NA,NA,NA,NA
"Johnny Hates Jazz","classification.ores.articletopic/Culture.Media.Media*|982|classification.ores.articletopic/Culture.Biography.Biography*|754|classification.ores.articletopic/Culture.Media.Music|992","Q1294961","nm3900225","Johnny Hates Jazz","match",NA,NA
"Беделл, Грейс","classification.ores.articletopic/Culture.Biography.Biography*|836|classification.ores.articletopic/History and Society.History|157|classification.ores.articletopic/Geography.Regions.Americas.North America|606","Q5591005","nm3361017","Lana Esslinger","not exact match",NA,NA
"Mr. Mister","classification.ores.articletopic/Culture.Media.Media*|777|classification.ores.articletopic/Culture.Media.Music|900|classification.ores.articletopic/Culture.Biography.Biography*|821","Q1334471","nm1663744",NA,NA,"nm1215569",NA
"Петтифер, Тигги","classification.ores.articletopic/History and Society.History|223|classification.ores.articletopic/Geography.Regions.Europe.Northern Europe|932|classification.ores.articletopic/Geography.Regions.Europe.Europe*|912|classification.ores.articletopic/Culture.Biography.Biography*|965","Q3403153","nm1366859","Eleanor Legge-Bourke","not exact match",NA,NA
